@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0,3875.0,15.0,2,1.0,1.0,0.0,0,0,0.0,0,2,76.0,1.0,0
1,33.0,25.0,1,9.0,4.0,7.0,0,0,0.0,1,2,280.0,1.0,0
0,3675.0,471.0,2,1.0,1.0,0.0,0,0,0.0,0,2,160.0,1.0,0
0,235.0,15.0,2,9.0,4.0,875.0,0,0,0.0,1,2,160.0,1.0,0
1,3242.0,2165.0,1,4.0,1.0,0.0,0,0,0.0,0,2,120.0,1.0,0
0,5025.0,835.0,2,6.0,4.0,5.0,0,0,0.0,1,2,240.0,118.0,0
0,32.0,6.0,2,2.0,4.0,125.0,0,0,0.0,0,2,272.0,1.0,0
0,2617.0,2.0,2,5.0,3.0,0.0,0,0,0.0,1,2,276.0,2.0,0
1,3575.0,2415.0,2,9.0,4.0,125.0,0,1,2.0,0,2,220.0,2.0,0
1,3292.0,25.0,2,6.0,4.0,175.0,0,1,2.0,1,2,720.0,1.0,0
1,2408.0,875.0,2,7.0,4.0,85.0,0,1,4.0,0,2,254.0,1951.0,0
1,2783.0,15.0,2,9.0,4.0,225.0,0,1,1.0,1,2,100.0,4.0,0
1,3157.0,3.0,1,3.0,5.0,7.0,0,0,0.0,0,2,0.0,2.0,0
1,2117.0,0.0,2,8.0,4.0,5.0,0,0,0.0,1,1,0.0,1.0,0
0,2275.0,6165.0,2,6.0,4.0,165.0,0,0,0.0,0,2,220.0,1001.0,0
0,3225.0,15.0,2,8.0,4.0,25.0,0,0,0.0,1,2,372.0,123.0,0
0,1958.0,665.0,2,9.0,4.0,1665.0,0,0,0.0,0,2,220.0,6.0,0
1,3442.0,1335.0,2,3.0,5.0,125.0,0,0,0.0,1,2,440.0,4501.0,0
1,2542.0,54.0,2,9.0,4.0,165.0,0,1,1.0,0,2,272.0,445.0,0
1,2767.0,75.0,2,11.0,8.0,165.0,0,0,0.0,1,2,220.0,252.0,0
0,3892.0,1665.0,2,6.0,4.0,25.0,0,0,0.0,0,2,0.0,391.0,0
1,2558.0,335.0,2,4.0,8.0,35.0,0,0,0.0,1,2,340.0,1.0,0
1,1633.0,275.0,2,6.0,4.0,665.0,0,1,1.0,0,2,80.0,22.0,0
1,2675.0,2.0,2,2.0,4.0,75.0,0,0,0.0,1,2,80.0,1.0,0
0,2267.0,7.0,2,8.0,4.0,165.0,0,0,0.0,0,2,160.0,1.0,0
1,1708.0,329.0,2,3.0,4.0,335.0,0,0,0.0,1,2,140.0,3.0,0
0,2817.0,585.0,2,6.0,4.0,4.0,0,0,0.0,0,2,260.0,1005.0,0
1,2742.0,125.0,2,6.0,5.0,25.0,0,0,0.0,1,2,720.0,1.0,0
1,3617.0,18125.0,2,9.0,4.0,85.0,0,0,0.0,0,2,320.0,3553.0,0
1,3558.0,75.0,2,4.0,4.0,15.0,0,0,0.0,1,2,231.0,1.0,0
1,5075.0,585.0,2,1.0,1.0,0.0,0,0,0.0,0,2,145.0,1.0,0
1,2475.0,54.0,2,7.0,4.0,1.0,0,0,0.0,1,2,120.0,2.0,0
1,365.0,425.0,2,11.0,4.0,35.0,0,0,0.0,0,2,454.0,51.0,0
1,20.0,0.0,2,2.0,4.0,5.0,0,0,0.0,0,2,144.0,1.0,0
1,2008.0,25.0,2,11.0,4.0,125.0,0,0,0.0,0,2,200.0,1.0,0
1,195.0,9585.0,2,6.0,4.0,79.0,0,0,0.0,0,2,80.0,351.0,0
1,3157.0,625.0,2,4.0,4.0,25.0,0,0,0.0,0,2,380.0,2011.0,0
1,1742.0,65.0,2,3.0,4.0,125.0,0,0,0.0,0,2,60.0,101.0,0
1,2625.0,154.0,2,9.0,4.0,125.0,0,0,0.0,0,2,100.0,1.0,0
1,2525.0,1.0,2,6.0,4.0,5.0,0,0,0.0,0,2,200.0,1.0,0
1,1917.0,0.0,1,7.0,5.0,0.0,0,0,0.0,1,1,500.0,2.0,1
1,2392.0,15.0,2,2.0,8.0,1875.0,1,1,6.0,0,2,200.0,328.0,1
1,2192.0,54.0,1,14.0,4.0,4.0,1,1,1.0,1,2,840.0,60.0,1
0,2808.0,15.0,1,10.0,9.0,0.0,1,0,0.0,0,2,0.0,13213.0,1
0,285.0,304.0,1,14.0,8.0,254.0,1,1,1.0,0,2,70.0,1.0,1
1,2317.0,0.0,2,8.0,4.0,0.0,0,0,0.0,0,3,184.0,1.0,1
0,6517.0,14.0,2,1.0,1.0,0.0,1,1,11.0,1,2,0.0,1401.0,1
1,4808.0,604.0,2,4.0,4.0,4.0,0,0,0.0,0,2,0.0,2691.0,1
1,21.0,3.0,1,2.0,4.0,1085.0,1,1,8.0,1,2,160.0,2.0,1
0,2125.0,2335.0,2,3.0,5.0,5.0,1,1,4.0,0,1,80.0,1.0,1
1,27.0,15.0,1,9.0,4.0,375.0,1,0,0.0,1,2,260.0,1066.0,1
0,565.0,16.0,2,5.0,1.0,0.0,1,1,15.0,0,2,0.0,248.0,1
1,3667.0,4415.0,1,4.0,4.0,25.0,1,1,10.0,1,2,320.0,1.0,1
0,46.0,4.0,2,5.0,3.0,0.0,1,0,0.0,0,2,100.0,961.0,1
1,3958.0,13915.0,2,9.0,4.0,8625.0,1,1,6.0,1,2,70.0,1.0,1
0,3233.0,54.0,2,13.0,4.0,4.0,1,0,0.0,0,2,440.0,11178.0,1
0,23.0,1175.0,2,14.0,8.0,5.0,1,1,2.0,1,2,300.0,552.0,1
1,1617.0,4.0,2,8.0,4.0,4.0,0,0,0.0,0,2,0.0,1.0,1
0,2075.0,10335.0,2,13.0,8.0,335.0,1,1,1.0,1,2,80.0,51.0,1
1,2392.0,665.0,2,8.0,4.0,165.0,0,0,0.0,0,2,100.0,1.0,1
0,2258.0,1075.0,2,11.0,4.0,415.0,1,1,5.0,1,2,0.0,561.0,1
1,5592.0,115.0,2,1.0,1.0,5.0,1,1,5.0,0,2,0.0,8852.0,1
0,3825.0,6.0,2,4.0,4.0,1.0,1,0,0.0,1,2,0.0,1.0,1
1,2267.0,1585.0,1,9.0,4.0,3085.0,1,1,6.0,0,2,80.0,1.0,1
1,2617.0,25.0,2,3.0,5.0,0.0,1,0,0.0,1,2,0.0,1.0,1
0,36.0,1.0,2,8.0,4.0,2.0,1,1,11.0,0,2,0.0,457.0,1
1,3317.0,104.0,2,12.0,8.0,65.0,1,0,0.0,1,2,164.0,31286.0,1
0,5283.0,15.0,2,8.0,4.0,55.0,1,1,14.0,0,2,0.0,2201.0,1
1,4217.0,504.0,2,11.0,8.0,1275.0,1,0,0.0,1,2,92.0,1.0,1
0,2475.0,3.0,2,11.0,8.0,1835.0,1,1,19.0,0,2,0.0,501.0,1
1,3742.0,204.0,2,9.0,4.0,4.0,1,0,0.0,1,2,400.0,5801.0,1
0,4433.0,0.0,2,8.0,4.0,25.0,1,0,0.0,0,2,0.0,1.0,1
1,7675.0,2229.0,2,10.0,9.0,1275.0,1,1,1.0,1,2,0.0,110.0,1
1,5142.0,4.0,2,14.0,8.0,4.0,1,0,0.0,0,2,0.0,3001.0,1
0,2875.0,375.0,2,8.0,4.0,1085.0,1,1,1.0,1,2,371.0,1.0,1
1,4133.0,0.0,2,8.0,5.0,15.0,1,0,0.0,0,2,0.0,1.0,1
0,1883.0,95.0,2,9.0,4.0,1625.0,1,1,6.0,1,2,40.0,601.0,1
0,1583.0,585.0,2,8.0,8.0,15.0,1,1,2.0,0,2,100.0,1.0,1
1,2325.0,4.0,2,8.0,5.0,25.0,1,0,0.0,1,2,160.0,1.0,1
1,2208.0,11.0,2,13.0,4.0,665.0,1,0,0.0,0,2,100.0,1.0,1
1,6542.0,11.0,2,10.0,9.0,20.0,1,1,7.0,1,2,22.0,1.0,1
0,3217.0,146.0,2,9.0,4.0,1085.0,1,1,16.0,0,2,120.0,2080.0,1
1,5433.0,675.0,2,8.0,8.0,2625.0,1,1,11.0,1,2,0.0,285.0,1
1,3817.0,10125.0,2,14.0,4.0,25.0,1,1,6.0,0,2,520.0,197.0,1
1,2508.0,171.0,2,14.0,4.0,1665.0,1,1,1.0,1,2,395.0,21.0,1
1,2308.0,115.0,2,3.0,4.0,35.0,1,1,9.0,0,2,56.0,743.0,1
1,5675.0,1225.0,2,7.0,4.0,125.0,1,1,4.0,1,2,200.0,1.0,1
1,3442.0,425.0,2,3.0,5.0,325.0,1,1,2.0,0,2,274.0,611.0,1
1,3267.0,55.0,2,11.0,8.0,55.0,1,1,12.0,1,2,408.0,1001.0,1
1,4025.0,215.0,2,10.0,9.0,20.0,1,1,11.0,0,2,0.0,1201.0,1
1,2925.0,1479.0,2,6.0,4.0,504.0,1,1,5.0,1,2,168.0,1.0,1
1,2017.0,817.0,2,6.0,4.0,196.0,1,1,14.0,0,2,60.0,159.0,1
1,2825.0,875.0,2,7.0,4.0,96.0,1,1,3.0,1,2,396.0,1.0,1
1,2825.0,5125.0,2,14.0,4.0,475.0,1,1,2.0,0,2,420.0,8.0,1
1,2667.0,425.0,2,13.0,4.0,429.0,1,1,1.0,1,2,120.0,1.0,1
1,3017.0,65.0,2,13.0,4.0,3125.0,1,1,8.0,0,2,330.0,1201.0,1
1,2958.0,45.0,2,9.0,4.0,75.0,1,1,2.0,1,2,330.0,1.0,1
1,3925.0,95.0,2,7.0,4.0,65.0,1,1,14.0,0,2,240.0,4608.0,1
1,3992.0,621.0,2,11.0,4.0,4.0,1,1,1.0,0,2,200.0,301.0,1
1,3625.0,5.0,2,8.0,5.0,25.0,1,1,6.0,0,2,0.0,368.0,1
1,3358.0,275.0,2,7.0,4.0,425.0,1,1,6.0,0,2,204.0,1.0,1
