@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0,3483.0,125.0,1,3.0,8.0,5.0,0,0,0.0,1,2,160.0,1.0,0
1,1883.0,415.0,1,8.0,4.0,165.0,0,1,1.0,0,2,200.0,2.0,0
0,1692.0,5.0,2,3.0,4.0,165.0,0,1,6.0,1,2,240.0,36.0,0
1,3983.0,5.0,2,7.0,4.0,25.0,1,0,0.0,0,1,288.0,1.0,0
0,2858.0,1665.0,2,11.0,4.0,2415.0,1,0,0.0,1,2,440.0,1.0,0
1,3525.0,165.0,1,8.0,4.0,4.0,1,0,0.0,0,2,80.0,1.0,0
0,265.0,271.0,1,8.0,4.0,85.0,0,0,0.0,0,1,80.0,1.0,0
1,2917.0,35.0,2,9.0,4.0,35.0,1,1,3.0,1,2,329.0,1.0,0
0,2767.0,15.0,2,7.0,4.0,2.0,1,0,0.0,0,1,368.0,1.0,0
1,2875.0,15.0,1,8.0,4.0,15.0,1,0,0.0,1,2,0.0,226.0,0
1,8025.0,55.0,2,8.0,4.0,54.0,1,0,0.0,0,2,0.0,341.0,0
0,2267.0,75.0,2,8.0,4.0,2.0,0,1,2.0,1,2,200.0,395.0,0
1,2108.0,4125.0,1,3.0,8.0,4.0,0,0,0.0,0,2,140.0,101.0,0
0,2958.0,175.0,1,4.0,4.0,125.0,0,0,0.0,1,2,280.0,1.0,0
1,2308.0,25.0,2,1.0,1.0,85.0,0,0,0.0,1,2,100.0,4209.0,0
0,2225.0,125.0,1,1.0,1.0,325.0,0,0,0.0,0,2,280.0,1.0,0
1,2217.0,12125.0,2,8.0,4.0,3335.0,0,1,2.0,1,2,180.0,174.0,0
0,245.0,2415.0,1,8.0,4.0,0.0,0,0,0.0,0,2,120.0,1.0,0
1,215.0,115.0,2,3.0,4.0,5.0,1,0,0.0,1,2,100.0,69.0,0
1,2158.0,79.0,1,13.0,4.0,665.0,0,0,0.0,0,2,160.0,1.0,0
1,2617.0,125.0,1,4.0,8.0,125.0,0,0,0.0,1,2,0.0,18.0,0
0,1792.0,1021.0,2,1.0,1.0,0.0,0,0,0.0,0,2,0.0,51.0,0
1,245.0,13335.0,1,6.0,4.0,4.0,0,0,0.0,1,2,120.0,476.0,0
1,4317.0,225.0,2,3.0,5.0,75.0,1,0,0.0,0,2,560.0,1.0,0
0,2292.0,125.0,2,11.0,4.0,25.0,0,0,0.0,1,2,120.0,810.0,0
1,4483.0,7.0,1,8.0,4.0,1625.0,0,0,0.0,0,2,160.0,3.0,0
1,3157.0,4.0,1,3.0,4.0,85.0,0,0,0.0,1,2,411.0,1.0,0
1,20.0,125.0,1,4.0,4.0,125.0,0,0,0.0,0,2,140.0,5.0,0
1,2267.0,75.0,2,3.0,4.0,1585.0,0,1,1.0,1,2,400.0,10.0,0
0,3908.0,4.0,2,8.0,4.0,3.0,0,0,0.0,0,2,480.0,1.0,0
1,2592.0,875.0,2,4.0,4.0,375.0,0,1,2.0,1,2,174.0,4.0,0
1,215.0,975.0,2,8.0,4.0,25.0,1,0,0.0,0,2,140.0,1.0,0
0,2483.0,45.0,2,9.0,4.0,1.0,0,0,0.0,1,2,360.0,7.0,0
1,225.0,125.0,1,4.0,4.0,125.0,0,0,0.0,0,2,200.0,71.0,0
1,3108.0,3085.0,2,8.0,4.0,25.0,0,1,2.0,1,2,160.0,42.0,0
1,2292.0,3165.0,1,8.0,4.0,165.0,0,0,0.0,0,2,160.0,1059.0,0
0,2175.0,1175.0,2,8.0,4.0,25.0,0,0,0.0,1,2,180.0,1.0,0
0,3833.0,4415.0,2,8.0,4.0,125.0,0,0,0.0,0,2,160.0,1.0,0
1,2692.0,225.0,2,3.0,5.0,5.0,0,0,0.0,1,2,640.0,4001.0,0
1,1708.0,85.0,1,8.0,4.0,4.0,0,0,0.0,0,2,140.0,723.0,0
1,3733.0,2665.0,2,13.0,4.0,165.0,0,0,0.0,1,2,0.0,502.0,0
1,3842.0,705.0,2,8.0,4.0,375.0,0,1,2.0,0,2,225.0,501.0,0
1,5242.0,15.0,2,2.0,4.0,375.0,0,0,0.0,1,2,0.0,351.0,0
1,3467.0,108.0,2,7.0,4.0,1165.0,0,0,0.0,0,1,28.0,1.0,0
1,4317.0,5.0,2,3.0,5.0,225.0,0,0,0.0,1,2,141.0,1.0,0
1,2517.0,3.0,2,8.0,4.0,125.0,0,1,1.0,0,2,0.0,23.0,0
1,2208.0,1146.0,2,4.0,4.0,1585.0,0,0,0.0,1,2,100.0,1213.0,0
1,1808.0,675.0,1,7.0,4.0,4.0,0,0,0.0,0,2,140.0,1.0,0
1,3892.0,175.0,2,4.0,4.0,5.0,0,0,0.0,1,2,300.0,3.0,0
1,6275.0,7.0,2,10.0,9.0,0.0,0,0,0.0,0,2,0.0,13.0,0
1,3233.0,35.0,2,4.0,4.0,5.0,0,0,0.0,1,2,232.0,1.0,0
1,4917.0,229.0,2,1.0,1.0,29.0,0,0,0.0,0,2,200.0,4.0,0
1,2858.0,3625.0,2,6.0,4.0,25.0,0,0,0.0,1,2,100.0,1.0,0
1,375.0,835.0,2,10.0,4.0,4.0,0,0,0.0,0,2,120.0,6.0,0
1,195.0,29.0,2,4.0,4.0,29.0,0,0,0.0,0,2,280.0,365.0,0
1,1517.0,7.0,2,10.0,4.0,1.0,0,0,0.0,0,2,600.0,1.0,0
1,31.0,2085.0,2,8.0,4.0,85.0,0,0,0.0,0,2,300.0,1.0,0
1,3375.0,275.0,2,3.0,5.0,0.0,0,0,0.0,0,2,180.0,1.0,0
1,2275.0,115.0,2,3.0,4.0,415.0,0,0,0.0,0,2,0.0,1.0,0
1,2983.0,35.0,2,8.0,4.0,165.0,0,0,0.0,0,2,216.0,1.0,0
1,2225.0,9.0,2,6.0,4.0,85.0,0,0,0.0,0,2,0.0,1.0,0
1,3933.0,5875.0,2,13.0,8.0,10.0,1,1,14.0,1,2,399.0,1.0,1
1,375.0,1125.0,1,2.0,4.0,15.0,0,0,0.0,1,2,431.0,1.0,1
0,6408.0,165.0,2,1.0,1.0,0.0,1,1,1.0,0,2,232.0,101.0,1
1,5458.0,9415.0,2,1.0,1.0,14415.0,1,1,11.0,1,2,30.0,301.0,1
0,4983.0,13585.0,2,4.0,8.0,85.0,1,0,0.0,1,2,0.0,1.0,1
0,2242.0,1125.0,1,14.0,8.0,75.0,1,1,4.0,0,2,0.0,322.0,1
1,3758.0,0.0,2,8.0,4.0,0.0,0,0,0.0,0,3,184.0,1.0,1
0,2167.0,115.0,1,5.0,3.0,0.0,1,1,11.0,1,2,0.0,1.0,1
1,415.0,154.0,2,3.0,5.0,35.0,0,0,0.0,0,2,216.0,1.0,1
1,2433.0,6625.0,1,2.0,4.0,55.0,1,0,0.0,1,1,100.0,1.0,1
0,25.0,1233.0,2,13.0,8.0,35.0,1,1,6.0,0,2,400.0,459.0,1
1,425.0,4915.0,1,9.0,4.0,3165.0,1,0,0.0,1,2,52.0,1443.0,1
0,295.0,46.0,2,4.0,4.0,54.0,1,1,4.0,0,2,380.0,501.0,1
1,345.0,404.0,1,3.0,5.0,85.0,1,1,7.0,1,2,195.0,1.0,1
0,205.0,11835.0,2,8.0,8.0,6.0,1,0,0.0,0,2,340.0,1.0,1
1,4308.0,375.0,1,8.0,4.0,375.0,1,1,8.0,1,2,300.0,163.0,1
0,2608.0,8665.0,2,6.0,4.0,1415.0,1,0,0.0,0,2,160.0,151.0,1
0,30.0,529.0,2,10.0,2.0,225.0,1,1,5.0,1,2,99.0,501.0,1
1,2017.0,5625.0,2,9.0,4.0,171.0,1,0,0.0,0,1,120.0,1.0,1
0,4417.0,6665.0,2,11.0,4.0,7375.0,1,1,3.0,1,2,0.0,1.0,1
1,42.0,205.0,2,3.0,8.0,5125.0,1,0,0.0,0,2,400.0,1.0,1
0,25.0,875.0,2,14.0,8.0,104.0,1,0,0.0,1,2,160.0,5861.0,1
1,4825.0,25085.0,2,9.0,4.0,175.0,1,1,3.0,0,2,120.0,15.0,1
0,1758.0,9.0,2,6.0,4.0,1375.0,1,0,0.0,1,2,0.0,1.0,1
1,3633.0,2125.0,1,9.0,4.0,85.0,1,1,1.0,0,2,50.0,1188.0,1
1,3867.0,21.0,2,4.0,4.0,85.0,1,0,0.0,1,2,280.0,1.0,1
0,215.0,6.0,2,6.0,4.0,25.0,1,1,3.0,0,2,80.0,919.0,1
1,2442.0,12335.0,2,11.0,8.0,1585.0,1,0,0.0,1,2,120.0,1.0,1
0,4725.0,75.0,2,11.0,8.0,275.0,1,1,1.0,0,2,333.0,893.0,1
1,3667.0,325.0,2,11.0,8.0,9.0,1,0,0.0,1,2,102.0,640.0,1
0,3308.0,4625.0,2,11.0,8.0,1625.0,1,1,2.0,0,2,0.0,1.0,1
1,3492.0,25.0,2,9.0,4.0,0.0,1,0,0.0,1,2,239.0,201.0,1
0,2083.0,3.0,2,6.0,4.0,4.0,1,0,0.0,0,2,100.0,1.0,1
0,2283.0,229.0,2,11.0,8.0,229.0,1,1,7.0,1,2,140.0,2385.0,1
1,2675.0,1125.0,2,14.0,8.0,125.0,1,0,0.0,0,2,0.0,5299.0,1
0,2867.0,104.0,2,8.0,4.0,25.0,1,1,5.0,1,2,300.0,1431.0,1
1,1808.0,55.0,2,4.0,4.0,5.0,1,0,0.0,0,2,80.0,1.0,1
1,2667.0,175.0,1,8.0,4.0,1.0,1,1,5.0,1,2,160.0,5778.0,1
0,2033.0,10.0,2,8.0,8.0,1.0,1,1,4.0,0,2,50.0,1466.0,1
1,6775.0,55.0,2,10.0,9.0,13.0,1,1,1.0,1,2,0.0,1.0,1
0,2817.0,375.0,2,11.0,4.0,585.0,1,1,4.0,0,2,80.0,1.0,1
1,6408.0,20.0,2,14.0,8.0,175.0,1,1,9.0,1,2,0.0,1001.0,1
0,2042.0,835.0,2,11.0,4.0,1585.0,1,1,1.0,0,2,0.0,1.0,1
1,45.0,85.0,2,13.0,8.0,14.0,1,1,1.0,1,2,88.0,2001.0,1
1,2867.0,9335.0,2,11.0,8.0,5665.0,1,1,6.0,0,2,381.0,169.0,1
1,3917.0,171.0,2,14.0,4.0,125.0,1,1,5.0,1,2,480.0,1.0,1
1,40.0,65.0,2,6.0,5.0,35.0,1,1,1.0,0,2,0.0,501.0,1
1,4208.0,104.0,2,9.0,4.0,5.0,1,1,6.0,1,2,500.0,10001.0,1
1,3517.0,25.0,2,4.0,4.0,45.0,1,1,7.0,0,2,150.0,1271.0,1
1,3167.0,83.0,2,14.0,4.0,1335.0,1,1,8.0,1,2,303.0,3291.0,1
1,5742.0,85.0,2,10.0,8.0,7.0,1,1,3.0,0,2,0.0,1.0,1
1,595.0,275.0,2,9.0,4.0,175.0,1,1,5.0,1,2,60.0,59.0,1
1,5158.0,15.0,2,8.0,4.0,85.0,1,1,9.0,0,2,0.0,1.0,1
1,4767.0,25.0,2,7.0,5.0,25.0,1,1,12.0,1,2,410.0,2511.0,1
1,3192.0,446.0,2,13.0,8.0,604.0,1,1,3.0,0,2,311.0,301.0,1
1,2325.0,15.0,2,11.0,4.0,2375.0,1,1,3.0,1,2,0.0,583.0,1
1,2183.0,11.0,2,14.0,4.0,29.0,1,1,6.0,0,2,121.0,1.0,1
1,2533.0,58.0,2,8.0,4.0,29.0,1,1,7.0,1,2,96.0,5125.0,1
1,25.0,1125.0,2,8.0,4.0,25.0,1,1,17.0,0,2,200.0,1209.0,1
1,2283.0,3.0,2,7.0,4.0,129.0,1,1,1.0,0,2,260.0,801.0,1
1,2517.0,6.0,2,8.0,4.0,1.0,1,1,3.0,0,2,0.0,1.0,1
1,3017.0,5.0,2,8.0,4.0,175.0,1,1,11.0,0,2,32.0,541.0,1
