@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1,3125.0,1125.0,2,1.0,1.0,0.0,0,1,1.0,0,2,96.0,20.0,0
1,2983.0,125.0,1,4.0,4.0,25.0,0,0,0.0,0,2,224.0,1.0,0
0,2658.0,254.0,1,1.0,1.0,0.0,0,0,0.0,1,2,180.0,61.0,0
1,2392.0,585.0,1,13.0,8.0,125.0,0,0,0.0,0,2,240.0,2.0,0
0,3875.0,15.0,2,1.0,1.0,0.0,0,0,0.0,0,2,76.0,1.0,0
0,4533.0,1.0,2,11.0,4.0,125.0,0,0,0.0,1,2,263.0,1.0,0
0,3157.0,35.0,2,2.0,4.0,3.0,1,0,0.0,1,2,300.0,1.0,0
1,2567.0,221.0,1,6.0,4.0,4.0,1,0,0.0,0,2,188.0,1.0,0
0,25.0,11.0,1,6.0,4.0,45.0,1,0,0.0,0,2,120.0,1.0,0
1,8025.0,55.0,2,8.0,4.0,54.0,1,0,0.0,0,2,0.0,341.0,0
1,4425.0,5.0,2,7.0,4.0,1075.0,1,0,0.0,0,1,400.0,1.0,0
1,2292.0,17.0,2,7.0,4.0,85.0,0,0,0.0,0,1,0.0,1.0,0
1,2758.0,325.0,1,11.0,8.0,5085.0,0,1,2.0,1,2,369.0,2.0,0
1,3442.0,1335.0,2,3.0,5.0,125.0,0,0,0.0,1,2,440.0,4501.0,0
1,1692.0,335.0,1,4.0,4.0,29.0,0,0,0.0,0,1,200.0,1.0,0
0,2542.0,1125.0,2,11.0,4.0,129.0,1,1,2.0,0,2,200.0,1.0,0
0,1583.0,7625.0,2,11.0,4.0,125.0,0,1,1.0,1,2,0.0,161.0,0
0,245.0,175.0,1,8.0,4.0,165.0,0,0,0.0,0,2,132.0,1.0,0
0,2175.0,175.0,1,5.0,3.0,0.0,0,0,0.0,0,2,160.0,1.0,0
0,2492.0,125.0,2,1.0,1.0,0.0,1,0,0.0,0,2,80.0,1.0,0
1,2108.0,4125.0,1,3.0,8.0,4.0,0,0,0.0,0,2,140.0,101.0,0
0,245.0,104.0,1,1.0,1.0,5.0,1,1,3.0,0,2,180.0,148.0,0
1,2833.0,5.0,2,9.0,4.0,11.0,1,0,0.0,1,2,70.0,1.0,1
1,5783.0,704.0,2,7.0,4.0,14.0,1,1,6.0,1,2,360.0,1333.0,1
1,6775.0,55.0,2,10.0,9.0,13.0,1,1,1.0,1,2,0.0,1.0,1
0,4417.0,6665.0,2,11.0,4.0,7375.0,1,1,3.0,1,2,0.0,1.0,1
1,1967.0,375.0,2,11.0,4.0,2.0,1,1,2.0,1,2,80.0,1.0,1
1,3742.0,204.0,2,9.0,4.0,4.0,1,0,0.0,1,2,400.0,5801.0,1
1,25.0,125.0,2,6.0,4.0,3.0,1,0,0.0,1,1,20.0,1.0,1
1,395.0,425.0,2,8.0,5.0,65.0,1,1,16.0,0,2,117.0,1211.0,1
0,2075.0,1025.0,2,11.0,4.0,71.0,1,1,2.0,1,2,49.0,1.0,1
0,2517.0,2875.0,2,14.0,8.0,875.0,1,0,0.0,0,2,360.0,1.0,1
0,3367.0,375.0,2,13.0,4.0,375.0,0,0,0.0,0,2,300.0,45.0,1
1,2967.0,1415.0,2,9.0,8.0,75.0,1,1,1.0,0,2,240.0,101.0,1
1,3157.0,4.0,2,14.0,4.0,5.0,1,1,3.0,1,2,290.0,2280.0,1
1,2575.0,75.0,2,8.0,5.0,25.0,1,0,0.0,0,2,349.0,24.0,1
1,3917.0,171.0,2,14.0,4.0,125.0,1,1,5.0,1,2,480.0,1.0,1
0,4133.0,1.0,2,3.0,5.0,225.0,1,0,0.0,1,2,0.0,301.0,1
1,2258.0,1004.0,2,14.0,4.0,4.0,1,1,9.0,0,2,60.0,397.0,1
1,3958.0,13915.0,2,9.0,4.0,8625.0,1,1,6.0,1,2,70.0,1.0,1
1,2183.0,25.0,2,2.0,8.0,665.0,1,0,0.0,1,2,0.0,1.0,1
1,5158.0,15.0,2,8.0,4.0,85.0,1,1,9.0,0,2,0.0,1.0,1
1,2317.0,0.0,2,8.0,4.0,0.0,0,0,0.0,0,3,184.0,1.0,1
1,2767.0,2.0,2,14.0,8.0,1.0,1,1,4.0,0,2,140.0,7545.0,1
1,2483.0,275.0,2,8.0,4.0,225.0,1,1,6.0,0,2,184.0,601.0,1
0,5708.0,195.0,2,8.0,4.0,55.0,1,1,7.0,0,2,0.0,3001.0,1
1,2533.0,58.0,2,8.0,4.0,29.0,1,1,7.0,1,2,96.0,5125.0,1
0,1967.0,21.0,2,11.0,8.0,29.0,1,1,11.0,0,2,80.0,100.0,1
1,3633.0,2125.0,1,9.0,4.0,85.0,1,1,1.0,0,2,50.0,1188.0,1
0,1842.0,925.0,2,11.0,4.0,121.0,1,1,4.0,0,2,60.0,541.0,1
0,2242.0,1125.0,1,14.0,8.0,75.0,1,1,4.0,0,2,0.0,322.0,1
1,4817.0,35.0,2,6.0,4.0,35.0,1,0,0.0,0,1,230.0,1.0,1
1,3933.0,5875.0,2,13.0,8.0,10.0,1,1,14.0,1,2,399.0,1.0,1
0,6867.0,15.0,2,10.0,9.0,0.0,1,1,14.0,0,2,0.0,3377.0,1
1,21.0,479.0,1,9.0,4.0,225.0,1,1,1.0,1,2,80.0,301.0,1
1,2333.0,15.0,2,8.0,8.0,1415.0,1,0,0.0,0,2,422.0,201.0,1
1,525.0,65.0,2,4.0,4.0,629.0,1,1,15.0,0,2,0.0,11203.0,1
0,2575.0,5.0,2,8.0,8.0,875.0,1,0,0.0,1,2,491.0,1.0,1
0,2242.0,5665.0,2,11.0,4.0,2585.0,1,1,7.0,0,2,129.0,3258.0,1
1,2758.0,204.0,1,6.0,4.0,2.0,1,1,3.0,1,2,370.0,561.0,1
1,1617.0,4.0,2,8.0,4.0,4.0,0,0,0.0,0,2,0.0,1.0,1
1,3133.0,195.0,2,8.0,4.0,7.0,1,1,16.0,0,2,0.0,5001.0,1
0,1583.0,585.0,2,8.0,8.0,15.0,1,1,2.0,0,2,100.0,1.0,1
1,4217.0,504.0,2,11.0,8.0,1275.0,1,0,0.0,1,2,92.0,1.0,1
1,42.0,979.0,2,14.0,8.0,796.0,1,1,8.0,0,2,0.0,1.0,1
0,2342.0,79.0,1,11.0,4.0,15.0,1,1,2.0,1,2,80.0,401.0,1
1,3317.0,3165.0,1,14.0,4.0,3165.0,1,1,3.0,1,2,380.0,1.0,1
0,305.0,65.0,2,8.0,5.0,4.0,1,1,7.0,1,2,0.0,3066.0,1
1,2308.0,115.0,2,9.0,8.0,2125.0,1,1,11.0,1,2,290.0,285.0,1
0,5008.0,1254.0,2,6.0,4.0,229.0,1,1,3.0,1,2,156.0,1.0,1
1,5442.0,5.0,1,4.0,8.0,396.0,1,0,0.0,0,2,180.0,315.0,1
1,27.0,15.0,1,9.0,4.0,375.0,1,0,0.0,1,2,260.0,1066.0,1
0,1883.0,954.0,2,6.0,4.0,85.0,1,0,0.0,0,2,100.0,1.0,1
1,3167.0,16165.0,2,2.0,4.0,3.0,1,1,9.0,0,2,250.0,731.0,1
1,205.0,2415.0,2,8.0,4.0,2.0,1,1,11.0,1,2,200.0,3001.0,1
0,215.0,6.0,2,6.0,4.0,25.0,1,1,3.0,0,2,80.0,919.0,1
1,4767.0,29.0,2,8.0,5.0,15.0,1,1,20.0,0,2,0.0,15001.0,1
1,2267.0,165.0,2,8.0,3.0,225.0,0,0,0.0,1,1,0.0,1.0,1
1,2775.0,585.0,1,13.0,4.0,25.0,1,1,2.0,0,2,260.0,501.0,1
1,3275.0,15.0,2,13.0,8.0,55.0,1,1,3.0,1,2,0.0,1.0,1
1,375.0,1125.0,1,2.0,4.0,15.0,0,0,0.0,1,2,431.0,1.0,1
1,2025.0,996.0,2,10.0,2.0,0.0,1,0,0.0,0,2,0.0,1.0,1
1,5592.0,115.0,2,1.0,1.0,5.0,1,1,5.0,0,2,0.0,8852.0,1
1,175.0,22.0,3,1.0,7.0,0.0,0,0,0.0,1,3,450.0,100001.0,1
