@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0,1975.0,75.0,2,8.0,4.0,795.0,1,1,5.0,1,2,140.0,6.0,0
0,23.0,1835.0,2,5.0,3.0,0.0,0,1,1.0,0,2,200.0,54.0,0
0,245.0,2415.0,1,8.0,4.0,0.0,0,0,0.0,0,2,120.0,1.0,0
0,3175.0,3.0,1,5.0,3.0,0.0,0,0,0.0,0,2,160.0,21.0,0
0,2458.0,67.0,2,6.0,8.0,175.0,1,0,0.0,0,2,400.0,1.0,0
1,2342.0,1.0,2,8.0,4.0,5.0,0,0,0.0,1,1,280.0,1.0,0
1,2308.0,0.0,2,4.0,4.0,1.0,0,1,11.0,0,1,0.0,1.0,0
1,2133.0,105.0,2,8.0,4.0,3.0,1,0,0.0,1,2,0.0,1.0,1
1,3908.0,6.0,2,7.0,4.0,129.0,1,1,5.0,1,2,108.0,1098.0,1
1,6542.0,11.0,2,10.0,9.0,20.0,1,1,7.0,1,2,22.0,1.0,1
0,4775.0,8.0,2,8.0,4.0,7875.0,1,1,6.0,1,2,0.0,1261.0,1
1,595.0,275.0,2,9.0,4.0,175.0,1,1,5.0,1,2,60.0,59.0,1
1,2767.0,1375.0,2,9.0,4.0,575.0,1,0,0.0,1,2,487.0,501.0,1
1,2333.0,11625.0,1,9.0,4.0,835.0,1,0,0.0,1,2,160.0,301.0,1
1,255.0,375.0,2,7.0,4.0,25.0,1,1,3.0,0,2,260.0,15109.0,1
0,1883.0,95.0,2,9.0,4.0,1625.0,1,1,6.0,1,2,40.0,601.0,1
0,205.0,11835.0,2,8.0,8.0,6.0,1,0,0.0,0,2,340.0,1.0,1
0,1883.0,4415.0,1,8.0,8.0,3.0,1,0,0.0,0,2,240.0,1.0,1
1,4025.0,215.0,2,10.0,9.0,20.0,1,1,11.0,0,2,0.0,1201.0,1
1,3167.0,83.0,2,14.0,4.0,1335.0,1,1,8.0,1,2,303.0,3291.0,1
1,2208.0,11.0,2,13.0,4.0,665.0,1,0,0.0,0,2,100.0,1.0,1
1,4208.0,104.0,2,9.0,4.0,5.0,1,1,6.0,1,2,500.0,10001.0,1
0,1758.0,9.0,2,6.0,4.0,1375.0,1,0,0.0,1,2,0.0,1.0,1
1,2183.0,11.0,2,14.0,4.0,29.0,1,1,6.0,0,2,121.0,1.0,1
1,495.0,7585.0,2,3.0,5.0,7585.0,1,1,15.0,1,2,0.0,5001.0,1
1,2617.0,25.0,2,3.0,5.0,0.0,1,0,0.0,1,2,0.0,1.0,1
1,4058.0,5.0,2,8.0,4.0,5.0,1,1,7.0,0,2,0.0,3066.0,1
0,2558.0,0.0,2,8.0,4.0,0.0,0,0,0.0,0,3,184.0,1.0,1
1,3192.0,446.0,2,13.0,8.0,604.0,1,1,3.0,0,2,311.0,301.0,1
1,3925.0,95.0,2,7.0,4.0,65.0,1,1,14.0,0,2,240.0,4608.0,1
0,6092.0,5.0,2,6.0,4.0,4.0,1,1,4.0,0,2,0.0,100.0,1
1,2017.0,925.0,2,8.0,4.0,1665.0,1,1,3.0,1,2,40.0,29.0,1
0,1917.0,8585.0,2,13.0,8.0,75.0,1,1,7.0,0,2,96.0,1.0,1
1,3992.0,54.0,1,6.0,4.0,5.0,1,1,3.0,0,2,200.0,1001.0,1
0,2817.0,375.0,2,11.0,4.0,585.0,1,1,4.0,0,2,80.0,1.0,1
0,4033.0,754.0,1,11.0,8.0,8.0,1,1,14.0,0,2,0.0,2301.0,1
1,4283.0,4625.0,2,11.0,4.0,458.0,1,0,0.0,0,1,0.0,1.0,1
1,2725.0,1585.0,2,13.0,8.0,1835.0,1,1,12.0,1,2,583.0,714.0,1
0,3542.0,12.0,2,11.0,8.0,14.0,1,1,8.0,0,2,0.0,6591.0,1
1,2667.0,175.0,1,8.0,4.0,1.0,1,1,5.0,1,2,160.0,5778.0,1
1,2992.0,1835.0,2,8.0,8.0,4335.0,1,0,0.0,0,2,260.0,201.0,1
1,40.0,65.0,2,6.0,5.0,35.0,1,1,1.0,0,2,0.0,501.0,1
0,4983.0,13585.0,2,4.0,8.0,85.0,1,0,0.0,1,2,0.0,1.0,1
0,2325.0,5875.0,2,11.0,4.0,317.0,1,1,10.0,0,2,120.0,246.0,1
1,4308.0,375.0,1,8.0,4.0,375.0,1,1,8.0,1,2,300.0,163.0,1
1,415.0,154.0,2,3.0,5.0,35.0,0,0,0.0,0,2,216.0,1.0,1
1,2517.0,6.0,2,8.0,4.0,1.0,1,1,3.0,0,2,0.0,1.0,1
0,2692.0,135.0,2,11.0,8.0,5.0,1,1,2.0,0,2,0.0,5001.0,1
1,3317.0,104.0,2,12.0,8.0,65.0,1,0,0.0,1,2,164.0,31286.0,1
1,4817.0,7625.0,2,9.0,8.0,155.0,1,1,12.0,0,2,0.0,791.0,1
0,1892.0,925.0,1,8.0,4.0,1.0,1,1,4.0,1,2,80.0,501.0,1
1,3225.0,165.0,1,8.0,8.0,325.0,1,1,1.0,1,2,432.0,8001.0,1
0,2475.0,125.0,2,6.0,4.0,15.0,1,1,12.0,1,2,120.0,568.0,1
1,28.0,2.0,2,4.0,8.0,4165.0,1,1,2.0,1,2,181.0,1.0,1
0,6408.0,165.0,2,1.0,1.0,0.0,1,1,1.0,0,2,232.0,101.0,1
1,3267.0,9.0,1,9.0,8.0,525.0,1,0,0.0,1,2,154.0,1.0,1
1,32.0,175.0,1,10.0,8.0,4.0,1,0,0.0,1,2,393.0,1.0,1
0,4433.0,0.0,2,8.0,4.0,25.0,1,0,0.0,0,2,0.0,1.0,1
1,3817.0,10125.0,2,14.0,4.0,25.0,1,1,6.0,0,2,520.0,197.0,1
1,1608.0,75.0,2,8.0,4.0,175.0,1,1,5.0,1,2,352.0,691.0,1
0,1892.0,9.0,2,6.0,4.0,75.0,1,1,2.0,0,2,88.0,592.0,1
1,3017.0,65.0,2,13.0,4.0,3125.0,1,1,8.0,0,2,330.0,1201.0,1
1,3517.0,45.0,2,14.0,8.0,575.0,0,0,0.0,1,1,711.0,1.0,1
1,5742.0,85.0,2,10.0,8.0,7.0,1,1,3.0,0,2,0.0,1.0,1
1,3475.0,15.0,2,12.0,7.0,5375.0,1,1,9.0,1,2,0.0,135.0,1
1,3417.0,525.0,2,9.0,4.0,85.0,0,0,0.0,1,2,290.0,7.0,1
1,5142.0,4.0,2,14.0,8.0,4.0,1,0,0.0,0,2,0.0,3001.0,1
0,2075.0,10335.0,2,13.0,8.0,335.0,1,1,1.0,1,2,80.0,51.0,1
