@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,2992.0,1835.0,u,g,c,h,4335.0,t,f,0.0,f,g,260.0,200.0,positive
b,4433.0,5.0,u,g,i,h,5.0,t,f,0.0,t,g,320.0,0.0,positive
b,3425.0,3.0,u,g,cc,h,7415.0,t,f,0.0,t,g,0.0,0.0,positive
b,3675.0,125.0,y,p,c,v,15.0,f,f,0.0,t,g,232.0,113.0,positive
b,3267.0,9.0,y,p,w,h,525.0,t,f,0.0,t,g,154.0,0.0,positive
a,225.0,846.0,y,p,x,v,246.0,f,f,0.0,f,g,164.0,0.0,positive
a,2575.0,5.0,u,g,c,h,875.0,t,f,0.0,t,g,491.0,0.0,positive
b,5392.0,9625.0,u,g,e,v,8665.0,t,t,5.0,f,g,0.0,0.0,positive
b,2017.0,5625.0,u,g,w,v,171.0,t,f,0.0,f,s,120.0,0.0,positive
b,25.0,125.0,u,g,aa,v,3.0,t,f,0.0,t,s,20.0,0.0,positive
b,5642.0,28.0,y,p,c,v,285.0,t,t,40.0,f,g,0.0,15.0,positive
b,175.0,22.0,l,gg,ff,o,0.0,f,f,0.0,t,p,450.0,100000.0,positive
