@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
a,1858.0,10.0,u,g,d,v,415.0,f,f,0.0,f,g,80.0,42.0,negative
b,2858.0,3625.0,u,g,aa,v,25.0,f,f,0.0,t,g,100.0,0.0,negative
b,2225.0,46.0,u,g,k,v,125.0,f,f,0.0,t,g,280.0,55.0,negative
b,2408.0,9.0,u,g,aa,v,25.0,f,f,0.0,t,g,0.0,0.0,negative
b,2358.0,179.0,u,g,c,v,54.0,f,f,0.0,t,g,136.0,1.0,negative
b,4717.0,5835.0,u,g,w,v,55.0,f,f,0.0,f,g,465.0,150.0,negative
b,195.0,9585.0,u,g,aa,v,79.0,f,f,0.0,f,g,80.0,350.0,negative
b,2867.0,145.0,u,g,d,v,125.0,f,f,0.0,f,g,0.0,286.0,negative
b,2275.0,115.0,u,g,i,v,415.0,f,f,0.0,f,g,0.0,0.0,negative
b,2192.0,5.0,u,g,c,v,125.0,f,f,0.0,f,g,360.0,0.0,negative
b,2067.0,415.0,u,g,c,v,125.0,f,f,0.0,f,g,0.0,44.0,negative
b,2458.0,125.0,u,g,c,v,25.0,f,f,0.0,f,g,110.0,0.0,negative
a,6867.0,15.0,u,g,e,z,0.0,t,t,14.0,f,g,0.0,3376.0,positive
b,3517.0,45.0,u,g,x,h,575.0,f,f,0.0,t,s,711.0,0.0,positive
a,4033.0,754.0,y,p,q,h,8.0,t,t,14.0,f,g,0.0,2300.0,positive
b,7342.0,1775.0,u,g,ff,ff,0.0,t,f,0.0,t,g,0.0,0.0,positive
b,375.0,1125.0,y,p,d,v,15.0,f,f,0.0,t,g,431.0,0.0,positive
a,6408.0,165.0,u,g,ff,ff,0.0,t,t,1.0,f,g,232.0,100.0,positive
b,3267.0,9.0,y,p,w,h,525.0,t,f,0.0,t,g,154.0,0.0,positive
a,3367.0,375.0,u,g,cc,v,375.0,f,f,0.0,f,g,300.0,44.0,positive
b,3225.0,165.0,y,p,c,h,325.0,t,t,1.0,t,g,432.0,8000.0,positive
a,205.0,11835.0,u,g,c,h,6.0,t,f,0.0,f,g,340.0,0.0,positive
a,2342.0,79.0,y,p,q,v,15.0,t,t,2.0,t,g,80.0,400.0,positive
a,245.0,5.0,u,g,q,h,15.0,t,f,0.0,f,g,280.0,824.0,positive
b,43.0,29.0,y,p,cc,h,175.0,t,t,8.0,f,g,100.0,375.0,positive
b,2208.0,83.0,u,g,c,h,2165.0,f,f,0.0,t,g,128.0,0.0,positive
b,2267.0,254.0,y,p,c,h,2585.0,t,f,0.0,f,g,0.0,0.0,positive
b,3517.0,25125.0,u,g,x,h,1625.0,t,t,1.0,t,g,515.0,500.0,positive
b,2333.0,11625.0,y,p,w,v,835.0,t,f,0.0,t,g,160.0,300.0,positive
b,2017.0,5625.0,u,g,w,v,171.0,t,f,0.0,f,s,120.0,0.0,positive
b,2667.0,175.0,y,p,c,v,1.0,t,t,5.0,t,g,160.0,5777.0,positive
b,4833.0,12.0,u,g,m,v,16.0,t,f,0.0,f,s,110.0,0.0,positive
a,305.0,65.0,u,g,c,bb,4.0,t,t,7.0,t,g,0.0,3065.0,positive
a,5283.0,15.0,u,g,c,v,55.0,t,t,14.0,f,g,0.0,2200.0,positive
b,4858.0,65.0,u,g,q,h,6.0,t,f,0.0,t,g,350.0,0.0,positive
a,2325.0,5875.0,u,g,q,v,317.0,t,t,10.0,f,g,120.0,245.0,positive
b,2767.0,1375.0,u,g,w,v,575.0,t,f,0.0,t,g,487.0,500.0,positive
a,1917.0,8585.0,u,g,cc,h,75.0,t,t,7.0,f,g,96.0,0.0,positive
b,2125.0,15.0,u,g,w,v,15.0,f,f,0.0,f,g,150.0,8.0,positive
a,4775.0,8.0,u,g,c,v,7875.0,t,t,6.0,t,g,0.0,1260.0,positive
b,2267.0,105.0,u,g,q,h,1335.0,t,f,0.0,f,g,100.0,0.0,positive
a,1883.0,95.0,u,g,w,v,1625.0,t,t,6.0,t,g,40.0,600.0,positive
b,2867.0,9335.0,u,g,q,h,5665.0,t,t,6.0,f,g,381.0,168.0,positive
a,1758.0,9.0,u,g,aa,v,1375.0,t,f,0.0,t,g,0.0,0.0,positive
a,2408.0,5.0,u,g,q,h,125.0,t,t,1.0,f,g,0.0,678.0,positive
b,1933.0,95.0,u,g,q,v,1.0,t,f,0.0,t,g,60.0,400.0,positive
a,1883.0,954.0,u,g,aa,v,85.0,t,f,0.0,f,g,100.0,0.0,positive
b,2325.0,4.0,u,g,c,bb,25.0,t,f,0.0,t,g,160.0,0.0,positive
a,1892.0,9.0,u,g,aa,v,75.0,t,t,2.0,f,g,88.0,591.0,positive
b,4767.0,25.0,u,g,m,bb,25.0,t,t,12.0,t,g,410.0,2510.0,positive
b,1917.0,95.0,u,g,w,v,15.0,t,f,0.0,f,g,120.0,2206.0,positive
b,3475.0,15.0,u,g,r,n,5375.0,t,t,9.0,t,g,0.0,134.0,positive
b,5392.0,9625.0,u,g,e,v,8665.0,t,t,5.0,f,g,0.0,0.0,positive
a,4117.0,65.0,u,g,q,v,5.0,t,t,3.0,t,g,145.0,0.0,positive
b,4767.0,29.0,u,g,c,bb,15.0,t,t,20.0,f,g,0.0,15000.0,positive
b,3417.0,154.0,u,g,cc,v,154.0,t,t,1.0,t,g,520.0,50000.0,positive
b,3625.0,5.0,u,g,c,bb,25.0,t,t,6.0,f,g,0.0,367.0,positive
b,5675.0,1225.0,u,g,m,v,125.0,t,t,4.0,t,g,200.0,0.0,positive
b,4192.0,42.0,u,g,c,h,21.0,t,t,6.0,f,g,220.0,948.0,positive
b,45.0,85.0,u,g,cc,h,14.0,t,t,1.0,t,g,88.0,2000.0,positive
b,255.0,375.0,u,g,m,v,25.0,t,t,3.0,f,g,260.0,15108.0,positive
b,2308.0,115.0,u,g,w,h,2125.0,t,t,11.0,t,g,290.0,284.0,positive
b,3192.0,446.0,u,g,cc,h,604.0,t,t,3.0,f,g,311.0,300.0,positive
b,2017.0,925.0,u,g,c,v,1665.0,t,t,3.0,t,g,40.0,28.0,positive
b,185.0,2.0,u,g,i,v,15.0,t,t,2.0,f,g,120.0,300.0,positive
b,2958.0,45.0,u,g,w,v,75.0,t,t,2.0,t,g,330.0,0.0,positive
b,2517.0,6.0,u,g,c,v,1.0,t,t,3.0,f,g,0.0,0.0,positive
b,2667.0,425.0,u,g,cc,v,429.0,t,t,1.0,t,g,120.0,0.0,positive
b,3992.0,621.0,u,g,q,v,4.0,t,t,1.0,f,g,200.0,300.0,positive
b,3017.0,5.0,u,g,c,v,175.0,t,t,11.0,f,g,32.0,540.0,positive
b,2308.0,115.0,u,g,i,v,35.0,t,t,9.0,f,g,56.0,742.0,positive
