@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,1708.0,85.0,y,p,c,v,4.0,f,f,0.0,f,g,140.0,722.0,negative
b,2617.0,125.0,y,p,k,h,125.0,f,f,0.0,t,g,0.0,17.0,negative
b,295.0,58.0,u,g,w,v,29.0,f,t,1.0,f,g,340.0,2803.0,negative
b,2258.0,15.0,y,p,aa,v,54.0,f,f,0.0,t,g,120.0,67.0,negative
a,1917.0,5415.0,u,g,i,h,29.0,f,f,0.0,f,g,80.0,484.0,negative
b,1917.0,4.0,y,p,i,v,1.0,f,f,0.0,t,g,360.0,1000.0,negative
b,2967.0,75.0,y,p,c,v,4.0,f,f,0.0,f,g,240.0,0.0,negative
b,4783.0,4165.0,u,g,x,bb,85.0,f,f,0.0,t,g,520.0,0.0,negative
b,3017.0,1085.0,y,p,c,v,4.0,f,f,0.0,f,g,170.0,179.0,negative
a,3875.0,15.0,u,g,ff,ff,0.0,f,f,0.0,f,g,76.0,0.0,negative
b,2117.0,0.0,u,g,c,v,5.0,f,f,0.0,t,s,0.0,0.0,negative
b,3125.0,1125.0,u,g,ff,ff,0.0,f,t,1.0,f,g,96.0,19.0,negative
a,2175.0,1175.0,u,g,c,v,25.0,f,f,0.0,t,g,180.0,0.0,negative
b,1708.0,25.0,u,g,q,v,335.0,f,t,4.0,f,g,160.0,8.0,negative
b,2783.0,15.0,u,g,w,v,225.0,f,t,1.0,t,g,100.0,3.0,negative
b,4808.0,375.0,u,g,i,bb,1.0,f,f,0.0,f,g,100.0,2.0,negative
b,2592.0,875.0,u,g,k,v,375.0,f,t,2.0,t,g,174.0,3.0,negative
a,3892.0,1665.0,u,g,aa,v,25.0,f,f,0.0,f,g,0.0,390.0,negative
b,2725.0,625.0,u,g,aa,v,455.0,t,f,0.0,t,g,200.0,0.0,negative
b,3575.0,2415.0,u,g,w,v,125.0,f,t,2.0,f,g,220.0,1.0,negative
b,35.0,25.0,u,g,i,v,1.0,f,f,0.0,t,g,210.0,0.0,negative
a,1575.0,375.0,u,g,c,v,1.0,f,f,0.0,f,g,120.0,18.0,negative
b,3733.0,2665.0,u,g,cc,v,165.0,f,f,0.0,t,g,0.0,501.0,negative
b,3375.0,275.0,u,g,i,bb,0.0,f,f,0.0,f,g,180.0,0.0,negative
b,1858.0,1029.0,u,g,ff,ff,415.0,f,f,0.0,f,g,80.0,0.0,negative
b,3233.0,35.0,u,g,k,v,5.0,f,f,0.0,t,g,232.0,0.0,negative
b,2183.0,154.0,u,g,k,v,85.0,f,f,0.0,t,g,356.0,0.0,negative
b,2292.0,17.0,u,g,m,v,85.0,f,f,0.0,f,s,0.0,0.0,negative
a,2267.0,79.0,u,g,i,v,85.0,f,f,0.0,f,g,144.0,0.0,negative
b,2583.0,12835.0,u,g,cc,v,5.0,f,f,0.0,f,g,0.0,2.0,negative
b,20.0,0.0,u,g,d,v,5.0,f,f,0.0,f,g,144.0,0.0,negative
b,3367.0,125.0,u,g,w,v,1165.0,f,f,0.0,f,g,120.0,0.0,negative
b,395.0,1625.0,u,g,c,v,15.0,f,f,0.0,f,g,0.0,316.0,negative
b,1792.0,205.0,u,g,aa,v,4.0,f,f,0.0,f,g,280.0,750.0,negative
b,1742.0,65.0,u,g,i,v,125.0,f,f,0.0,f,g,60.0,100.0,negative
b,2625.0,154.0,u,g,w,v,125.0,f,f,0.0,f,g,100.0,0.0,negative
b,2042.0,1085.0,u,g,q,v,15.0,f,f,0.0,f,g,108.0,7.0,negative
a,41.0,204.0,y,p,q,h,125.0,t,t,23.0,t,g,455.0,1236.0,positive
a,1808.0,375.0,l,gg,cc,ff,10.0,f,f,0.0,t,s,300.0,0.0,positive
b,4858.0,205.0,y,p,k,v,25.0,t,t,11.0,f,g,380.0,2732.0,positive
b,3417.0,525.0,u,g,w,v,85.0,f,f,0.0,t,g,290.0,6.0,positive
b,205.0,10.0,y,p,c,v,25.0,t,f,0.0,f,s,40.0,0.0,positive
a,4742.0,8.0,u,g,e,bb,65.0,t,t,6.0,f,g,375.0,51100.0,positive
b,32.0,175.0,y,p,e,h,4.0,t,f,0.0,t,g,393.0,0.0,positive
b,4817.0,35.0,u,g,aa,v,35.0,t,f,0.0,f,s,230.0,0.0,positive
b,3317.0,304.0,y,p,c,h,204.0,t,t,1.0,t,g,180.0,18027.0,positive
a,4083.0,10.0,u,g,q,h,175.0,t,f,0.0,f,g,29.0,837.0,positive
a,1892.0,925.0,y,p,c,v,1.0,t,t,4.0,t,g,80.0,500.0,positive
a,2517.0,2875.0,u,g,x,h,875.0,t,f,0.0,f,g,360.0,0.0,positive
b,2775.0,585.0,y,p,cc,v,25.0,t,t,2.0,f,g,260.0,500.0,positive
a,2575.0,5.0,u,g,c,h,875.0,t,f,0.0,t,g,491.0,0.0,positive
b,5442.0,5.0,y,p,k,h,396.0,t,f,0.0,f,g,180.0,314.0,positive
b,2567.0,125.0,u,g,cc,v,121.0,t,t,67.0,t,g,140.0,258.0,positive
b,27.0,15.0,y,p,w,v,375.0,t,f,0.0,t,g,260.0,1065.0,positive
b,1617.0,4.0,u,g,c,v,4.0,f,f,0.0,f,g,0.0,0.0,positive
b,3667.0,4415.0,y,p,k,v,25.0,t,t,10.0,t,g,320.0,0.0,positive
a,3233.0,54.0,u,g,cc,v,4.0,t,f,0.0,f,g,440.0,11177.0,positive
a,30.0,529.0,u,g,e,dd,225.0,t,t,5.0,t,g,99.0,500.0,positive
a,5708.0,195.0,u,g,c,v,55.0,t,t,7.0,f,g,0.0,3000.0,positive
b,4217.0,504.0,u,g,q,h,1275.0,t,f,0.0,t,g,92.0,0.0,positive
a,2042.0,835.0,u,g,q,v,1585.0,t,t,1.0,f,g,0.0,0.0,positive
b,485.0,425.0,u,g,m,v,125.0,t,f,0.0,t,g,225.0,0.0,positive
a,1783.0,11.0,u,g,x,h,1.0,t,t,11.0,f,g,0.0,3000.0,positive
b,2325.0,1.0,u,g,c,v,835.0,t,f,0.0,f,s,300.0,0.0,positive
a,2283.0,229.0,u,g,q,h,229.0,t,t,7.0,t,g,140.0,2384.0,positive
b,2675.0,1125.0,u,g,x,h,125.0,t,f,0.0,f,g,0.0,5298.0,positive
a,235.0,9.0,u,g,q,v,85.0,t,t,5.0,t,g,120.0,0.0,positive
b,2725.0,1665.0,u,g,cc,h,5085.0,t,t,9.0,f,g,399.0,827.0,positive
a,3775.0,55.0,u,g,q,v,125.0,t,f,0.0,t,g,228.0,0.0,positive
a,2742.0,145.0,u,g,x,h,3085.0,t,t,1.0,f,g,120.0,11.0,positive
b,2833.0,5.0,u,g,w,v,11.0,t,f,0.0,t,g,70.0,0.0,positive
a,2083.0,3.0,u,g,aa,v,4.0,t,f,0.0,f,g,100.0,0.0,positive
b,2725.0,1585.0,u,g,cc,h,1835.0,t,t,12.0,t,g,583.0,713.0,positive
a,3217.0,146.0,u,g,w,v,1085.0,t,t,16.0,f,g,120.0,2079.0,positive
b,6008.0,145.0,u,g,ff,ff,18.0,t,t,15.0,t,g,0.0,1000.0,positive
b,2208.0,11.0,u,g,cc,v,665.0,t,f,0.0,f,g,100.0,0.0,positive
b,3933.0,5875.0,u,g,cc,h,10.0,t,t,14.0,t,g,399.0,0.0,positive
a,2817.0,375.0,u,g,q,v,585.0,t,t,4.0,f,g,80.0,0.0,positive
a,2867.0,104.0,u,g,c,v,25.0,t,t,5.0,t,g,300.0,1430.0,positive
b,2892.0,15.0,u,g,c,h,5335.0,t,t,11.0,f,g,0.0,2283.0,positive
b,2133.0,105.0,u,g,c,v,3.0,t,f,0.0,t,g,0.0,0.0,positive
b,4025.0,215.0,u,g,e,z,20.0,t,t,11.0,f,g,0.0,1200.0,positive
b,5783.0,704.0,u,g,m,v,14.0,t,t,6.0,t,g,360.0,1332.0,positive
b,4875.0,85.0,u,g,c,h,125.0,t,t,9.0,f,g,181.0,1655.0,positive
b,205.0,2415.0,u,g,c,v,2.0,t,t,11.0,t,g,200.0,3000.0,positive
b,3167.0,16165.0,u,g,d,v,3.0,t,t,9.0,f,g,250.0,730.0,positive
b,3733.0,65.0,u,g,m,h,425.0,t,t,12.0,t,g,93.0,0.0,positive
b,3283.0,25.0,u,g,cc,h,275.0,t,t,6.0,f,g,160.0,2072.0,positive
b,3417.0,917.0,u,g,c,v,45.0,t,t,12.0,t,g,0.0,221.0,positive
b,3017.0,65.0,u,g,cc,v,3125.0,t,t,8.0,f,g,330.0,1200.0,positive
b,2825.0,875.0,u,g,m,v,96.0,t,t,3.0,t,g,396.0,0.0,positive
b,2017.0,817.0,u,g,aa,v,196.0,t,t,14.0,f,g,60.0,158.0,positive
b,2783.0,154.0,u,g,w,v,375.0,t,t,5.0,t,g,100.0,3.0,positive
b,2283.0,3.0,u,g,m,v,129.0,t,t,1.0,f,g,260.0,800.0,positive
b,3358.0,275.0,u,g,m,v,425.0,t,t,6.0,f,g,204.0,0.0,positive
b,3517.0,25.0,u,g,k,v,45.0,t,t,7.0,f,g,150.0,1270.0,positive
