@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
a,2733.0,1665.0,u,g,ff,ff,0.0,f,f,0.0,f,g,340.0,1.0,negative
a,2525.0,125.0,u,g,d,v,1.0,f,f,0.0,t,g,180.0,1062.0,negative
b,2408.0,875.0,u,g,m,v,85.0,f,t,4.0,f,g,254.0,1950.0,negative
b,3275.0,2335.0,u,g,d,h,575.0,f,f,0.0,t,g,292.0,0.0,negative
b,5075.0,585.0,u,g,ff,ff,0.0,f,f,0.0,f,g,145.0,0.0,negative
a,2483.0,45.0,u,g,w,v,1.0,f,f,0.0,t,g,360.0,6.0,negative
a,3908.0,4.0,u,g,c,v,3.0,f,f,0.0,f,g,480.0,0.0,negative
b,2358.0,835.0,u,g,i,h,85.0,f,f,0.0,t,g,220.0,5.0,negative
b,3842.0,705.0,u,g,c,v,375.0,f,t,2.0,f,g,225.0,500.0,negative
b,20.0,11045.0,u,g,c,v,2.0,f,f,0.0,t,g,136.0,0.0,negative
b,3475.0,25.0,u,g,cc,bb,5.0,f,f,0.0,f,g,348.0,0.0,negative
b,3892.0,175.0,u,g,k,v,5.0,f,f,0.0,t,g,300.0,2.0,negative
b,1817.0,1025.0,u,g,c,h,1085.0,f,f,0.0,f,g,320.0,13.0,negative
b,1725.0,3.0,u,g,k,v,4.0,f,f,0.0,t,g,160.0,40.0,negative
b,3558.0,75.0,u,g,k,v,15.0,f,f,0.0,t,g,231.0,0.0,negative
b,2375.0,12.0,u,g,c,v,2085.0,f,f,0.0,f,s,80.0,0.0,negative
b,2517.0,3.0,u,g,c,v,125.0,f,t,1.0,f,g,0.0,22.0,negative
b,2925.0,13.0,u,g,d,h,5.0,f,f,0.0,f,g,228.0,0.0,negative
b,2683.0,54.0,u,g,k,ff,0.0,f,f,0.0,f,g,100.0,0.0,negative
b,195.0,29.0,u,g,k,v,29.0,f,f,0.0,f,g,280.0,364.0,negative
b,3408.0,25.0,u,g,c,v,1.0,f,f,0.0,f,g,460.0,16.0,negative
b,365.0,425.0,u,g,q,v,35.0,f,f,0.0,f,g,454.0,50.0,negative
b,1517.0,7.0,u,g,e,v,1.0,f,f,0.0,f,g,600.0,0.0,negative
b,2617.0,835.0,u,g,cc,v,1165.0,f,f,0.0,f,g,100.0,0.0,negative
b,2525.0,1.0,u,g,aa,v,5.0,f,f,0.0,f,g,200.0,0.0,negative
b,1858.0,571.0,u,g,d,v,54.0,f,f,0.0,f,g,120.0,0.0,negative
b,175.0,22.0,l,gg,ff,o,0.0,f,f,0.0,t,p,450.0,100000.0,positive
b,4825.0,25085.0,u,g,w,v,175.0,t,t,3.0,f,g,120.0,14.0,positive
b,2267.0,165.0,u,g,c,j,225.0,f,f,0.0,t,s,0.0,0.0,positive
a,285.0,304.0,y,p,x,h,254.0,t,t,1.0,f,g,70.0,0.0,positive
a,6517.0,14.0,u,g,ff,ff,0.0,t,t,11.0,t,g,0.0,1400.0,positive
b,2433.0,6625.0,y,p,d,v,55.0,t,f,0.0,t,s,100.0,0.0,positive
a,6092.0,5.0,u,g,aa,v,4.0,t,t,4.0,f,g,0.0,99.0,positive
b,345.0,404.0,y,p,i,bb,85.0,t,t,7.0,t,g,195.0,0.0,positive
a,2292.0,11585.0,u,g,cc,v,4.0,t,f,0.0,f,g,80.0,1349.0,positive
b,21.0,3.0,y,p,d,v,1085.0,t,t,8.0,t,g,160.0,1.0,positive
b,42.0,205.0,u,g,i,h,5125.0,t,f,0.0,f,g,400.0,0.0,positive
b,1375.0,4.0,y,p,w,v,175.0,t,t,2.0,t,g,120.0,1000.0,positive
a,4133.0,1.0,u,g,i,bb,225.0,t,f,0.0,t,g,0.0,300.0,positive
b,3633.0,2125.0,y,p,w,v,85.0,t,t,1.0,f,g,50.0,1187.0,positive
a,4742.0,3.0,u,g,x,v,13875.0,t,t,2.0,t,g,519.0,1704.0,positive
a,2808.0,15.0,y,p,e,z,0.0,t,f,0.0,f,g,0.0,13212.0,positive
a,5867.0,446.0,u,g,q,h,304.0,t,t,6.0,f,g,43.0,560.0,positive
a,4667.0,46.0,u,g,cc,h,415.0,t,t,11.0,t,g,440.0,6.0,positive
a,25.0,1233.0,u,g,cc,h,35.0,t,t,6.0,f,g,400.0,458.0,positive
b,495.0,7585.0,u,g,i,bb,7585.0,t,t,15.0,t,g,0.0,5000.0,positive
b,4283.0,4625.0,u,g,q,v,458.0,t,f,0.0,f,s,0.0,0.0,positive
b,56.0,125.0,u,g,k,h,8.0,t,f,0.0,t,g,24.0,2028.0,positive
a,36.0,1.0,u,g,c,v,2.0,t,t,11.0,f,g,0.0,456.0,positive
b,3317.0,104.0,u,g,r,h,65.0,t,f,0.0,t,g,164.0,31285.0,positive
a,3542.0,12.0,u,g,q,h,14.0,t,t,8.0,f,g,0.0,6590.0,positive
b,5967.0,154.0,u,g,q,v,125.0,t,f,0.0,t,g,260.0,0.0,positive
a,2075.0,10335.0,u,g,cc,h,335.0,t,t,1.0,t,g,80.0,50.0,positive
b,4175.0,96.0,u,g,x,v,25.0,t,f,0.0,f,g,510.0,600.0,positive
a,2875.0,375.0,u,g,c,v,1085.0,t,t,1.0,t,g,371.0,0.0,positive
b,4133.0,0.0,u,g,c,bb,15.0,t,f,0.0,f,g,0.0,0.0,positive
a,3675.0,5125.0,u,g,e,v,5.0,t,f,0.0,t,g,0.0,4000.0,positive
b,42.0,979.0,u,g,x,h,796.0,t,t,8.0,f,g,0.0,0.0,positive
b,3867.0,21.0,u,g,k,v,85.0,t,f,0.0,t,g,280.0,0.0,positive
a,1583.0,585.0,u,g,c,h,15.0,t,t,2.0,f,g,100.0,0.0,positive
b,6775.0,55.0,u,g,e,z,13.0,t,t,1.0,t,g,0.0,0.0,positive
a,3575.0,915.0,u,g,aa,v,75.0,t,t,4.0,f,g,0.0,1583.0,positive
b,3667.0,325.0,u,g,q,h,9.0,t,f,0.0,t,g,102.0,639.0,positive
b,1808.0,55.0,u,g,k,v,5.0,t,f,0.0,f,g,80.0,0.0,positive
b,5658.0,185.0,u,g,d,bb,15.0,t,t,17.0,t,g,0.0,0.0,positive
a,2067.0,3.0,u,g,q,v,165.0,t,t,3.0,f,g,100.0,6.0,positive
b,27.0,75.0,u,g,c,h,425.0,t,t,3.0,t,g,312.0,150.0,positive
b,40.0,65.0,u,g,aa,bb,35.0,t,t,1.0,f,g,0.0,500.0,positive
a,2075.0,1025.0,u,g,q,v,71.0,t,t,2.0,t,g,49.0,0.0,positive
a,2692.0,135.0,u,g,q,h,5.0,t,t,2.0,f,g,0.0,5000.0,positive
b,4208.0,104.0,u,g,w,v,5.0,t,t,6.0,t,g,500.0,10000.0,positive
b,2392.0,15.0,u,g,d,h,1875.0,t,t,6.0,f,g,200.0,327.0,positive
b,44.0,2.0,u,g,m,v,175.0,t,t,2.0,t,g,0.0,15.0,positive
b,3442.0,425.0,u,g,i,bb,325.0,t,t,2.0,f,g,274.0,610.0,positive
b,3492.0,5.0,u,g,x,h,75.0,t,t,6.0,t,g,0.0,1000.0,positive
b,25.0,1125.0,u,g,c,v,25.0,t,t,17.0,f,g,200.0,1208.0,positive
b,2783.0,15.0,u,g,w,v,2.0,t,t,11.0,t,g,434.0,35.0,positive
b,2825.0,5125.0,u,g,x,v,475.0,t,t,2.0,f,g,420.0,7.0,positive
b,2308.0,25.0,u,g,c,v,1085.0,t,t,11.0,t,g,60.0,2184.0,positive
b,4058.0,5.0,u,g,c,v,5.0,t,t,7.0,f,g,0.0,3065.0,positive
b,3167.0,83.0,u,g,x,v,1335.0,t,t,8.0,t,g,303.0,3290.0,positive
b,3925.0,95.0,u,g,m,v,65.0,t,t,14.0,f,g,240.0,4607.0,positive
b,2533.0,58.0,u,g,c,v,29.0,t,t,7.0,t,g,96.0,5124.0,positive
b,2925.0,1479.0,u,g,aa,v,504.0,t,t,5.0,t,g,168.0,0.0,positive
b,2042.0,1835.0,u,g,c,v,225.0,t,t,1.0,f,g,100.0,150.0,positive
