@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
a,32.0,6.0,u,g,d,v,125.0,f,f,0.0,f,g,272.0,0.0,negative
a,2717.0,125.0,u,g,ff,ff,0.0,f,t,1.0,f,g,92.0,300.0,negative
b,4058.0,329.0,u,g,m,v,35.0,f,f,0.0,t,s,400.0,0.0,negative
b,2292.0,17.0,u,g,m,v,85.0,f,f,0.0,f,s,0.0,0.0,negative
b,2475.0,54.0,u,g,m,v,1.0,f,f,0.0,t,g,120.0,1.0,negative
b,6333.0,54.0,u,g,c,v,585.0,t,t,3.0,t,g,180.0,0.0,negative
b,2983.0,35.0,u,g,c,v,165.0,f,f,0.0,f,g,216.0,0.0,negative
b,3067.0,25.0,u,g,cc,h,225.0,f,f,0.0,t,s,340.0,0.0,negative
b,3008.0,104.0,y,p,i,bb,5.0,t,t,10.0,t,g,132.0,28.0,negative
b,2258.0,15.0,y,p,aa,v,54.0,f,f,0.0,t,g,120.0,67.0,negative
a,1792.0,1021.0,u,g,ff,ff,0.0,f,f,0.0,f,g,0.0,50.0,negative
b,4483.0,7.0,y,p,c,v,1625.0,f,f,0.0,f,g,160.0,2.0,negative
b,2325.0,12625.0,u,g,c,v,125.0,f,t,2.0,f,g,0.0,5552.0,negative
b,2725.0,625.0,u,g,aa,v,455.0,t,f,0.0,t,g,200.0,0.0,negative
b,5183.0,3.0,y,p,ff,ff,15.0,f,f,0.0,f,g,180.0,4.0,negative
b,3775.0,7.0,u,g,q,h,115.0,t,t,7.0,t,g,300.0,5.0,negative
b,3525.0,3165.0,u,g,x,h,375.0,t,f,0.0,t,g,680.0,0.0,negative
a,3042.0,1375.0,u,g,w,h,4.0,f,t,3.0,f,g,0.0,33.0,negative
a,2492.0,125.0,u,g,ff,ff,0.0,t,f,0.0,f,g,80.0,0.0,negative
a,2358.0,115.0,y,p,k,h,3.0,f,f,0.0,t,g,20.0,16.0,negative
a,2275.0,6165.0,u,g,aa,v,165.0,f,f,0.0,f,g,220.0,1000.0,negative
b,2158.0,79.0,y,p,cc,v,665.0,f,f,0.0,f,g,160.0,0.0,negative
b,625.0,1275.0,y,p,c,h,5.0,t,f,0.0,f,g,112.0,0.0,negative
b,2308.0,0.0,u,g,k,v,1.0,f,t,11.0,f,s,0.0,0.0,negative
a,3058.0,10665.0,u,g,q,h,85.0,f,t,12.0,t,g,129.0,3.0,negative
b,2525.0,1.0,u,g,aa,v,5.0,f,f,0.0,f,g,200.0,0.0,negative
b,2758.0,325.0,y,p,q,h,5085.0,f,t,2.0,t,g,369.0,1.0,negative
a,525.0,7.0,u,g,aa,h,3.0,f,f,0.0,f,g,0.0,0.0,negative
b,4058.0,15.0,u,g,i,bb,0.0,f,f,0.0,f,s,300.0,0.0,negative
b,2925.0,13.0,u,g,d,h,5.0,f,f,0.0,f,g,228.0,0.0,negative
b,33.0,25.0,y,p,w,v,7.0,f,f,0.0,t,g,280.0,0.0,negative
b,2875.0,15.0,y,p,c,v,15.0,t,f,0.0,t,g,0.0,225.0,negative
a,2767.0,204.0,u,g,w,v,25.0,f,f,0.0,t,g,180.0,50.0,negative
b,2617.0,835.0,u,g,cc,v,1165.0,f,f,0.0,f,g,100.0,0.0,negative
a,49.0,15.0,u,g,j,j,0.0,t,f,0.0,t,g,100.0,27.0,negative
b,35.0,25.0,u,g,i,v,1.0,f,f,0.0,t,g,210.0,0.0,negative
b,3717.0,4.0,u,g,c,bb,5.0,t,f,0.0,t,s,280.0,0.0,negative
b,3367.0,2165.0,u,g,c,v,15.0,f,f,0.0,f,p,120.0,0.0,negative
a,1958.0,665.0,y,p,c,v,1.0,f,t,1.0,f,g,2000.0,2.0,negative
b,1933.0,10915.0,u,g,c,bb,585.0,f,t,2.0,t,g,200.0,7.0,negative
a,23.0,1835.0,u,g,j,j,0.0,f,t,1.0,f,g,200.0,53.0,negative
b,2742.0,125.0,u,g,aa,bb,25.0,f,f,0.0,t,g,720.0,0.0,negative
b,365.0,425.0,u,g,q,v,35.0,f,f,0.0,f,g,454.0,50.0,negative
a,225.0,85.0,u,g,q,v,175.0,t,t,10.0,f,g,80.0,990.0,negative
b,34.0,5085.0,y,p,i,bb,1085.0,f,f,0.0,t,g,480.0,0.0,negative
b,215.0,975.0,u,g,c,v,25.0,t,f,0.0,f,g,140.0,0.0,negative
b,4283.0,125.0,u,g,m,v,13875.0,f,t,1.0,t,g,352.0,112.0,negative
a,225.0,415.0,u,g,i,v,335.0,f,f,0.0,t,s,144.0,0.0,negative
a,3175.0,3.0,y,p,j,j,0.0,f,f,0.0,f,g,160.0,20.0,negative
b,4092.0,225.0,y,p,x,h,10.0,t,f,0.0,t,g,176.0,0.0,negative
b,3058.0,271.0,y,p,m,v,125.0,f,f,0.0,t,s,80.0,0.0,negative
a,3375.0,75.0,u,g,k,bb,1.0,t,t,3.0,t,g,212.0,0.0,negative
a,695.0,6.0,u,g,ff,ff,0.0,f,f,0.0,f,s,0.0,0.0,negative
b,20.0,125.0,y,p,k,v,125.0,f,f,0.0,f,g,140.0,4.0,negative
b,3867.0,21.0,u,g,k,v,85.0,t,f,0.0,t,g,280.0,0.0,positive
a,4417.0,6665.0,u,g,q,v,7375.0,t,t,3.0,t,g,0.0,0.0,positive
a,1892.0,9.0,u,g,aa,v,75.0,t,t,2.0,f,g,88.0,591.0,positive
b,4808.0,604.0,u,g,k,v,4.0,f,f,0.0,f,g,0.0,2690.0,positive
b,395.0,425.0,u,g,c,bb,65.0,t,t,16.0,f,g,117.0,1210.0,positive
a,2575.0,5.0,u,g,c,h,875.0,t,f,0.0,t,g,491.0,0.0,positive
b,3475.0,15.0,u,g,r,n,5375.0,t,t,9.0,t,g,0.0,134.0,positive
b,3675.0,125.0,y,p,c,v,15.0,f,f,0.0,t,g,232.0,113.0,positive
b,2783.0,15.0,u,g,w,v,2.0,t,t,11.0,t,g,434.0,35.0,positive
b,485.0,425.0,u,g,m,v,125.0,t,f,0.0,t,g,225.0,0.0,positive
a,2083.0,3.0,u,g,aa,v,4.0,t,f,0.0,f,g,100.0,0.0,positive
a,4083.0,10.0,u,g,q,h,175.0,t,f,0.0,f,g,29.0,837.0,positive
b,2617.0,25.0,u,g,i,bb,0.0,t,f,0.0,t,g,0.0,0.0,positive
b,2567.0,125.0,u,g,cc,v,121.0,t,t,67.0,t,g,140.0,258.0,positive
b,2833.0,5.0,u,g,w,v,11.0,t,f,0.0,t,g,70.0,0.0,positive
b,3225.0,165.0,y,p,c,h,325.0,t,t,1.0,t,g,432.0,8000.0,positive
a,30.0,529.0,u,g,e,dd,225.0,t,t,5.0,t,g,99.0,500.0,positive
a,1892.0,925.0,y,p,c,v,1.0,t,t,4.0,t,g,80.0,500.0,positive
b,3317.0,104.0,u,g,r,h,65.0,t,f,0.0,t,g,164.0,31285.0,positive
b,5458.0,9415.0,u,g,ff,ff,14415.0,t,t,11.0,t,g,30.0,300.0,positive
b,2442.0,12335.0,u,g,q,h,1585.0,t,f,0.0,t,g,120.0,0.0,positive
b,18.0,165.0,u,g,q,n,21.0,f,f,0.0,f,g,200.0,40.0,positive
b,2517.0,6.0,u,g,c,v,1.0,t,t,3.0,f,g,0.0,0.0,positive
b,2308.0,115.0,u,g,i,v,35.0,t,t,9.0,f,g,56.0,742.0,positive
b,3283.0,25.0,u,g,cc,h,275.0,t,t,6.0,f,g,160.0,2072.0,positive
b,205.0,10.0,y,p,c,v,25.0,t,f,0.0,f,s,40.0,0.0,positive
b,3517.0,25.0,u,g,k,v,45.0,t,t,7.0,f,g,150.0,1270.0,positive
b,4825.0,25085.0,u,g,w,v,175.0,t,t,3.0,f,g,120.0,14.0,positive
b,2133.0,75.0,u,g,aa,v,1415.0,t,t,1.0,f,g,80.0,9800.0,positive
b,4175.0,96.0,u,g,x,v,25.0,t,f,0.0,f,g,510.0,600.0,positive
b,4875.0,85.0,u,g,c,h,125.0,t,t,9.0,f,g,181.0,1655.0,positive
b,2575.0,5.0,u,g,c,v,146.0,t,t,5.0,t,g,312.0,0.0,positive
a,2508.0,254.0,y,p,aa,v,25.0,t,f,0.0,t,g,370.0,0.0,positive
a,1583.0,585.0,u,g,c,h,15.0,t,t,2.0,f,g,100.0,0.0,positive
a,2325.0,5875.0,u,g,q,v,317.0,t,t,10.0,f,g,120.0,245.0,positive
b,2308.0,115.0,u,g,w,h,2125.0,t,t,11.0,t,g,290.0,284.0,positive
b,175.0,22.0,l,gg,ff,o,0.0,f,f,0.0,t,p,450.0,100000.0,positive
b,1967.0,375.0,u,g,q,v,2.0,t,t,2.0,t,g,80.0,0.0,positive
a,5008.0,1254.0,u,g,aa,v,229.0,t,t,3.0,t,g,156.0,0.0,positive
b,5133.0,10.0,u,g,i,bb,0.0,t,t,11.0,f,g,0.0,1249.0,positive
b,6408.0,20.0,u,g,x,h,175.0,t,t,9.0,t,g,0.0,1000.0,positive
b,2017.0,5625.0,u,g,w,v,171.0,t,f,0.0,f,s,120.0,0.0,positive
b,3667.0,4415.0,y,p,k,v,25.0,t,t,10.0,t,g,320.0,0.0,positive
b,3925.0,95.0,u,g,m,v,65.0,t,t,14.0,f,g,240.0,4607.0,positive
b,2867.0,9335.0,u,g,q,h,5665.0,t,t,6.0,f,g,381.0,168.0,positive
b,28.0,2.0,u,g,k,h,4165.0,t,t,2.0,t,g,181.0,0.0,positive
a,2125.0,2335.0,u,g,i,bb,5.0,t,t,4.0,f,s,80.0,0.0,positive
b,42.0,979.0,u,g,x,h,796.0,t,t,8.0,f,g,0.0,0.0,positive
b,41.0,4.0,u,g,e,v,4.0,f,t,1.0,f,s,560.0,0.0,positive
a,4667.0,46.0,u,g,cc,h,415.0,t,t,11.0,t,g,440.0,6.0,positive
a,36.0,1.0,u,g,c,v,2.0,t,t,11.0,f,g,0.0,456.0,positive
b,5442.0,5.0,y,p,k,h,396.0,t,f,0.0,f,g,180.0,314.0,positive
a,6058.0,165.0,u,g,q,v,11.0,t,f,0.0,t,g,21.0,10561.0,positive
a,6867.0,15.0,u,g,e,z,0.0,t,t,14.0,f,g,0.0,3376.0,positive
b,42.0,205.0,u,g,i,h,5125.0,t,f,0.0,f,g,400.0,0.0,positive
a,2242.0,1125.0,y,p,x,h,75.0,t,t,4.0,f,g,0.0,321.0,positive
b,345.0,404.0,y,p,i,bb,85.0,t,t,7.0,t,g,195.0,0.0,positive
b,3517.0,25125.0,u,g,x,h,1625.0,t,t,1.0,t,g,515.0,500.0,positive
a,225.0,846.0,y,p,x,v,246.0,f,f,0.0,f,g,164.0,0.0,positive
b,25.0,125.0,u,g,aa,v,3.0,t,f,0.0,t,s,20.0,0.0,positive
