@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
a,2267.0,79.0,u,g,i,v,85.0,f,f,0.0,f,g,144.0,0.0,negative
b,375.0,835.0,u,g,e,v,4.0,f,f,0.0,f,g,120.0,5.0,negative
b,3892.0,175.0,u,g,k,v,5.0,f,f,0.0,t,g,300.0,2.0,negative
b,4325.0,2521.0,u,g,q,h,21.0,t,t,1.0,f,g,760.0,90.0,negative
a,1633.0,21.0,u,g,aa,v,125.0,f,f,0.0,f,g,200.0,1.0,negative
a,3517.0,375.0,u,g,ff,ff,0.0,f,t,6.0,f,g,0.0,200.0,negative
b,3467.0,108.0,u,g,m,v,1165.0,f,f,0.0,f,s,28.0,0.0,negative
b,2375.0,12.0,u,g,c,v,2085.0,f,f,0.0,f,s,80.0,0.0,negative
b,1725.0,3.0,u,g,k,v,4.0,f,f,0.0,t,g,160.0,40.0,negative
b,3108.0,3085.0,u,g,c,v,25.0,f,t,2.0,t,g,160.0,41.0,negative
b,2458.0,125.0,u,g,c,v,25.0,f,f,0.0,f,g,110.0,0.0,negative
b,2775.0,129.0,u,g,k,h,25.0,f,f,0.0,t,s,140.0,0.0,negative
b,2358.0,46.0,y,p,w,v,2625.0,t,t,6.0,t,g,208.0,347.0,negative
b,245.0,13335.0,y,p,aa,v,4.0,f,f,0.0,t,g,120.0,475.0,negative
a,3675.0,471.0,u,g,ff,ff,0.0,f,f,0.0,f,g,160.0,0.0,negative
b,2967.0,75.0,y,p,c,v,4.0,f,f,0.0,f,g,240.0,0.0,negative
b,2517.0,3.0,u,g,c,v,125.0,f,t,1.0,f,g,0.0,22.0,negative
b,3183.0,25.0,u,g,aa,v,75.0,t,f,0.0,t,g,523.0,0.0,negative
b,2217.0,585.0,y,p,ff,ff,0.0,f,f,0.0,f,g,100.0,0.0,negative
a,5575.0,708.0,u,g,k,h,675.0,t,t,3.0,t,g,100.0,50.0,negative
b,3275.0,2335.0,u,g,d,h,575.0,f,f,0.0,t,g,292.0,0.0,negative
b,1758.0,10.0,u,g,w,h,165.0,f,t,1.0,f,g,120.0,1.0,negative
a,2458.0,67.0,u,g,aa,h,175.0,t,f,0.0,f,g,400.0,0.0,negative
a,2042.0,105.0,y,p,x,h,0.0,f,f,0.0,t,g,154.0,32.0,negative
a,4158.0,104.0,u,g,aa,v,665.0,f,f,0.0,f,g,240.0,237.0,negative
b,1808.0,675.0,y,p,m,v,4.0,f,f,0.0,f,g,140.0,0.0,negative
b,23.0,625.0,y,p,aa,v,125.0,t,f,0.0,f,g,180.0,1.0,negative
b,1942.0,725.0,u,g,m,v,4.0,f,t,1.0,f,g,100.0,1.0,negative
a,2358.0,83.0,u,g,q,v,415.0,f,t,1.0,t,g,200.0,11.0,negative
b,195.0,9585.0,u,g,aa,v,79.0,f,f,0.0,f,g,80.0,350.0,negative
a,2525.0,135.0,y,p,ff,ff,2.0,f,t,1.0,t,g,200.0,1.0,negative
a,3733.0,25.0,u,g,i,h,21.0,f,f,0.0,f,g,260.0,246.0,negative
b,4275.0,3.0,u,g,i,bb,1.0,t,f,0.0,f,g,0.0,200.0,negative
b,2942.0,125.0,u,g,w,v,175.0,f,f,0.0,f,g,200.0,0.0,negative
b,19.0,175.0,y,p,c,v,2335.0,f,f,0.0,t,g,112.0,6.0,negative
a,3325.0,25.0,y,p,c,v,25.0,f,f,0.0,t,g,0.0,2.0,negative
a,235.0,15.0,u,g,w,v,875.0,f,f,0.0,t,g,160.0,0.0,negative
b,3367.0,125.0,u,g,w,v,1165.0,f,f,0.0,f,g,120.0,0.0,negative
a,2858.0,1665.0,u,g,q,v,2415.0,t,f,0.0,t,g,440.0,0.0,negative
b,1633.0,4085.0,u,g,i,h,415.0,f,f,0.0,t,g,120.0,0.0,negative
b,3425.0,175.0,u,g,w,bb,25.0,t,f,0.0,t,g,163.0,0.0,negative
b,2208.0,2335.0,u,g,k,v,75.0,f,f,0.0,f,g,180.0,0.0,negative
a,3908.0,4.0,u,g,c,v,3.0,f,f,0.0,f,g,480.0,0.0,negative
b,1817.0,246.0,u,g,c,n,96.0,f,t,2.0,t,g,160.0,587.0,negative
a,16.0,165.0,u,g,aa,v,1.0,f,t,2.0,t,g,320.0,1.0,negative
b,2633.0,13.0,u,g,e,dd,0.0,f,f,0.0,t,g,140.0,1110.0,negative
b,4717.0,5835.0,u,g,w,v,55.0,f,f,0.0,f,g,465.0,150.0,negative
a,285.0,1.0,u,g,q,v,1.0,t,t,2.0,t,g,167.0,500.0,negative
b,2142.0,75.0,y,p,r,n,75.0,f,f,0.0,t,g,132.0,2.0,negative
b,4158.0,175.0,u,g,k,v,21.0,t,f,0.0,f,g,160.0,0.0,negative
a,2858.0,375.0,u,g,c,v,25.0,f,t,1.0,t,g,40.0,154.0,negative
a,45.0,4585.0,u,g,k,h,1.0,f,f,0.0,t,s,240.0,0.0,negative
a,1767.0,0.0,y,p,j,ff,0.0,f,f,0.0,f,g,86.0,0.0,negative
b,4875.0,26335.0,y,p,ff,ff,0.0,t,f,0.0,t,g,0.0,0.0,negative
b,4425.0,11.0,y,p,d,v,15.0,t,f,0.0,f,s,0.0,0.0,negative
a,2525.0,125.0,u,g,d,v,1.0,f,f,0.0,t,g,180.0,1062.0,negative
b,19.0,0.0,y,p,ff,ff,0.0,f,t,4.0,f,g,45.0,1.0,negative
b,3208.0,4.0,u,g,m,v,25.0,t,f,0.0,t,g,360.0,0.0,positive
a,4117.0,65.0,u,g,q,v,5.0,t,t,3.0,t,g,145.0,0.0,positive
a,3575.0,915.0,u,g,aa,v,75.0,t,t,4.0,f,g,0.0,1583.0,positive
b,2125.0,15.0,u,g,w,v,15.0,f,f,0.0,f,g,150.0,8.0,positive
b,4767.0,29.0,u,g,c,bb,15.0,t,t,20.0,f,g,0.0,15000.0,positive
a,205.0,11835.0,u,g,c,h,6.0,t,f,0.0,f,g,340.0,0.0,positive
b,5433.0,675.0,u,g,c,h,2625.0,t,t,11.0,t,g,0.0,284.0,positive
b,4308.0,375.0,y,p,c,v,375.0,t,t,8.0,t,g,300.0,162.0,positive
b,4208.0,104.0,u,g,w,v,5.0,t,t,6.0,t,g,500.0,10000.0,positive
b,1933.0,95.0,u,g,q,v,1.0,t,f,0.0,t,g,60.0,400.0,positive
a,2608.0,8665.0,u,g,aa,v,1415.0,t,f,0.0,f,g,160.0,150.0,positive
a,3542.0,12.0,u,g,q,h,14.0,t,t,8.0,f,g,0.0,6590.0,positive
a,4133.0,1.0,u,g,i,bb,225.0,t,f,0.0,t,g,0.0,300.0,positive
b,2667.0,425.0,u,g,cc,v,429.0,t,t,1.0,t,g,120.0,0.0,positive
b,1917.0,95.0,u,g,w,v,15.0,t,f,0.0,f,g,120.0,2206.0,positive
b,2825.0,504.0,y,p,c,bb,15.0,t,t,8.0,t,g,144.0,7.0,positive
a,305.0,65.0,u,g,c,bb,4.0,t,t,7.0,t,g,0.0,3065.0,positive
b,1375.0,4.0,y,p,w,v,175.0,t,t,2.0,t,g,120.0,1000.0,positive
b,4217.0,504.0,u,g,q,h,1275.0,t,f,0.0,t,g,92.0,0.0,positive
b,5592.0,115.0,u,g,ff,ff,5.0,t,t,5.0,f,g,0.0,8851.0,positive
b,56.0,125.0,u,g,k,h,8.0,t,f,0.0,t,g,24.0,2028.0,positive
b,2208.0,11.0,u,g,cc,v,665.0,t,f,0.0,f,g,100.0,0.0,positive
b,2042.0,1835.0,u,g,c,v,225.0,t,t,1.0,f,g,100.0,150.0,positive
b,2258.0,1004.0,u,g,x,v,4.0,t,t,9.0,f,g,60.0,396.0,positive
b,4117.0,404.0,u,g,cc,h,7.0,t,t,8.0,f,g,320.0,0.0,positive
b,2433.0,6625.0,y,p,d,v,55.0,t,f,0.0,t,s,100.0,0.0,positive
b,3358.0,275.0,u,g,m,v,425.0,t,t,6.0,f,g,204.0,0.0,positive
b,2233.0,11.0,u,g,w,v,2.0,t,t,1.0,f,g,80.0,278.0,positive
b,2042.0,7.0,u,g,c,v,1625.0,t,t,3.0,f,g,200.0,1391.0,positive
b,3817.0,10125.0,u,g,x,v,25.0,t,t,6.0,f,g,520.0,196.0,positive
b,2892.0,15.0,u,g,c,h,5335.0,t,t,11.0,f,g,0.0,2283.0,positive
b,2533.0,58.0,u,g,c,v,29.0,t,t,7.0,t,g,96.0,5124.0,positive
b,425.0,4915.0,y,p,w,v,3165.0,t,f,0.0,t,g,52.0,1442.0,positive
a,1967.0,21.0,u,g,q,h,29.0,t,t,11.0,f,g,80.0,99.0,positive
a,1842.0,925.0,u,g,q,v,121.0,t,t,4.0,f,g,60.0,540.0,positive
b,1942.0,65.0,u,g,w,h,146.0,t,t,7.0,f,g,80.0,2954.0,positive
b,1917.0,0.0,y,p,m,bb,0.0,f,f,0.0,t,s,500.0,1.0,positive
b,2417.0,875.0,u,g,q,v,4625.0,t,t,2.0,t,g,520.0,2000.0,positive
a,4608.0,3.0,u,g,c,v,2375.0,t,t,8.0,t,g,396.0,4159.0,positive
a,5842.0,21.0,u,g,i,bb,10.0,t,t,13.0,f,g,0.0,6700.0,positive
b,3275.0,15.0,u,g,cc,h,55.0,t,t,3.0,t,g,0.0,0.0,positive
b,4283.0,4625.0,u,g,q,v,458.0,t,f,0.0,f,s,0.0,0.0,positive
b,3317.0,3165.0,y,p,x,v,3165.0,t,t,3.0,t,g,380.0,0.0,positive
b,3017.0,65.0,u,g,cc,v,3125.0,t,t,8.0,f,g,330.0,1200.0,positive
b,2317.0,11125.0,u,g,x,h,46.0,t,t,1.0,f,g,100.0,0.0,positive
b,45.0,85.0,u,g,cc,h,14.0,t,t,1.0,t,g,88.0,2000.0,positive
a,4742.0,8.0,u,g,e,bb,65.0,t,t,6.0,f,g,375.0,51100.0,positive
a,1917.0,8585.0,u,g,cc,h,75.0,t,t,7.0,f,g,96.0,0.0,positive
a,295.0,46.0,u,g,k,v,54.0,t,t,4.0,f,g,380.0,500.0,positive
a,2075.0,10335.0,u,g,cc,h,335.0,t,t,1.0,t,g,80.0,50.0,positive
a,5708.0,195.0,u,g,c,v,55.0,t,t,7.0,f,g,0.0,3000.0,positive
b,43.0,29.0,y,p,cc,h,175.0,t,t,8.0,f,g,100.0,375.0,positive
a,3675.0,5125.0,u,g,e,v,5.0,t,f,0.0,t,g,0.0,4000.0,positive
a,5867.0,446.0,u,g,q,h,304.0,t,t,6.0,f,g,43.0,560.0,positive
a,2517.0,2875.0,u,g,x,h,875.0,t,f,0.0,f,g,360.0,0.0,positive
a,4033.0,754.0,y,p,q,h,8.0,t,t,14.0,f,g,0.0,2300.0,positive
b,2775.0,585.0,y,p,cc,v,25.0,t,t,2.0,f,g,260.0,500.0,positive
b,5783.0,704.0,u,g,m,v,14.0,t,t,6.0,t,g,360.0,1332.0,positive
a,46.0,4.0,u,g,j,j,0.0,t,f,0.0,f,g,100.0,960.0,positive
