@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
a,1825.0,10.0,u,g,w,v,1.0,f,t,1.0,f,g,120.0,1.0,negative
b,4092.0,835.0,u,g,ff,ff,0.0,t,f,0.0,f,g,130.0,1.0,negative
b,2617.0,125.0,y,p,k,h,125.0,f,f,0.0,t,g,0.0,17.0,negative
a,3892.0,1665.0,u,g,aa,v,25.0,f,f,0.0,f,g,0.0,390.0,negative
b,3358.0,335.0,y,p,cc,v,85.0,f,f,0.0,f,g,180.0,0.0,negative
b,5233.0,1375.0,y,p,c,h,946.0,t,f,0.0,t,g,200.0,100.0,negative
b,1708.0,25.0,u,g,q,v,335.0,f,t,4.0,f,g,160.0,8.0,negative
a,1583.0,7625.0,u,g,q,v,125.0,f,t,1.0,t,g,0.0,160.0,negative
b,4275.0,4085.0,u,g,aa,v,4.0,f,f,0.0,f,g,108.0,100.0,negative
b,235.0,3165.0,y,p,k,v,415.0,f,t,1.0,t,g,280.0,80.0,negative
a,1917.0,5415.0,u,g,i,h,29.0,f,f,0.0,f,g,80.0,484.0,negative
b,4317.0,225.0,u,g,i,bb,75.0,t,f,0.0,f,g,560.0,0.0,negative
b,1817.0,1025.0,u,g,c,h,1085.0,f,f,0.0,f,g,320.0,13.0,negative
b,34.0,55.0,y,p,c,v,15.0,f,f,0.0,t,g,60.0,0.0,negative
b,1942.0,15.0,y,p,cc,v,2.0,t,f,0.0,t,g,100.0,20.0,negative
a,2483.0,45.0,u,g,w,v,1.0,f,f,0.0,t,g,360.0,6.0,negative
b,2583.0,12835.0,u,g,cc,v,5.0,f,f,0.0,f,g,0.0,2.0,negative
a,2617.0,2.0,u,g,j,j,0.0,f,f,0.0,t,g,276.0,1.0,negative
b,3667.0,2.0,u,g,i,v,25.0,f,f,0.0,t,g,221.0,0.0,negative
b,3233.0,75.0,u,g,e,bb,1585.0,t,f,0.0,t,s,420.0,0.0,negative
a,3833.0,4415.0,u,g,c,v,125.0,f,f,0.0,f,g,160.0,0.0,negative
a,3325.0,3.0,y,p,aa,v,2.0,f,f,0.0,f,g,180.0,0.0,negative
b,2217.0,12125.0,u,g,c,v,3335.0,f,t,2.0,t,g,180.0,173.0,negative
a,165.0,125.0,u,g,q,v,25.0,f,t,1.0,f,g,108.0,98.0,negative
b,3292.0,25.0,u,g,aa,v,175.0,f,t,2.0,t,g,720.0,0.0,negative
b,195.0,29.0,u,g,k,v,29.0,f,f,0.0,f,g,280.0,364.0,negative
a,2542.0,1125.0,u,g,q,v,129.0,t,t,2.0,f,g,200.0,0.0,negative
b,1883.0,354.0,y,p,ff,ff,0.0,f,f,0.0,t,g,180.0,1.0,negative
b,2342.0,585.0,u,g,c,h,85.0,t,f,0.0,f,g,180.0,0.0,negative
a,2758.0,3.0,u,g,m,v,279.0,f,t,1.0,t,g,280.0,10.0,negative
a,3025.0,55.0,u,g,k,v,55.0,f,f,0.0,t,s,100.0,0.0,negative
a,2175.0,175.0,y,p,j,j,0.0,f,f,0.0,f,g,160.0,0.0,negative
b,3917.0,25.0,y,p,i,h,10.0,f,f,0.0,t,s,200.0,0.0,negative
b,2067.0,835.0,y,p,c,v,2.0,f,f,0.0,t,s,240.0,0.0,negative
a,3308.0,1625.0,u,g,d,v,54.0,f,f,0.0,t,g,0.0,0.0,negative
a,245.0,104.0,y,p,ff,ff,5.0,t,t,3.0,f,g,180.0,147.0,negative
b,3825.0,10125.0,y,p,k,v,125.0,f,f,0.0,f,g,160.0,0.0,negative
b,3492.0,25.0,u,g,w,v,0.0,t,f,0.0,t,g,239.0,200.0,positive
a,4583.0,105.0,u,g,q,v,5.0,t,t,7.0,t,g,0.0,0.0,positive
a,215.0,6.0,u,g,aa,v,25.0,t,t,3.0,f,g,80.0,918.0,positive
b,2392.0,665.0,u,g,c,v,165.0,f,f,0.0,f,g,100.0,0.0,positive
b,3625.0,5.0,u,g,c,bb,25.0,t,t,6.0,f,g,0.0,367.0,positive
a,25.0,875.0,u,g,x,h,104.0,t,f,0.0,t,g,160.0,5860.0,positive
b,2325.0,15.0,u,g,q,v,2375.0,t,t,3.0,t,g,0.0,582.0,positive
b,375.0,1125.0,y,p,d,v,15.0,f,f,0.0,t,g,431.0,0.0,positive
b,2958.0,45.0,u,g,w,v,75.0,t,t,2.0,t,g,330.0,0.0,positive
b,26.0,1.0,u,g,q,v,175.0,t,f,0.0,t,g,280.0,0.0,positive
a,1883.0,954.0,u,g,aa,v,85.0,t,f,0.0,f,g,100.0,0.0,positive
a,245.0,5.0,u,g,q,h,15.0,t,f,0.0,f,g,280.0,824.0,positive
b,2325.0,4.0,u,g,c,bb,25.0,t,f,0.0,t,g,160.0,0.0,positive
b,39.0,5.0,u,g,cc,v,35.0,t,t,10.0,t,g,0.0,0.0,positive
b,2767.0,1375.0,u,g,w,v,575.0,t,f,0.0,t,g,487.0,500.0,positive
b,3317.0,304.0,y,p,c,h,204.0,t,t,1.0,t,g,180.0,18027.0,positive
a,235.0,9.0,u,g,q,v,85.0,t,t,5.0,t,g,120.0,0.0,positive
a,2342.0,79.0,y,p,q,v,15.0,t,t,2.0,t,g,80.0,400.0,positive
b,3667.0,325.0,u,g,q,h,9.0,t,f,0.0,t,g,102.0,639.0,positive
b,6008.0,145.0,u,g,ff,ff,18.0,t,t,15.0,t,g,0.0,1000.0,positive
b,2267.0,105.0,u,g,q,h,1335.0,t,f,0.0,f,g,100.0,0.0,positive
b,415.0,154.0,u,g,i,bb,35.0,f,f,0.0,f,g,216.0,0.0,positive
b,3017.0,5.0,u,g,c,v,175.0,t,t,11.0,f,g,32.0,540.0,positive
b,185.0,2.0,u,g,i,v,15.0,t,t,2.0,f,g,120.0,300.0,positive
b,3192.0,446.0,u,g,cc,h,604.0,t,t,3.0,f,g,311.0,300.0,positive
b,2267.0,254.0,y,p,c,h,2585.0,t,f,0.0,f,g,0.0,0.0,positive
b,525.0,65.0,u,g,k,v,629.0,t,t,15.0,f,g,0.0,11202.0,positive
b,3858.0,3335.0,u,g,w,v,4.0,t,t,14.0,f,g,383.0,1344.0,positive
b,2517.0,35.0,u,g,cc,v,625.0,t,t,7.0,f,g,0.0,7059.0,positive
b,2825.0,5125.0,u,g,x,v,475.0,t,t,2.0,f,g,420.0,7.0,positive
b,4192.0,42.0,u,g,c,h,21.0,t,t,6.0,f,g,220.0,948.0,positive
b,1608.0,75.0,u,g,c,v,175.0,t,t,5.0,t,g,352.0,690.0,positive
b,2333.0,11625.0,y,p,w,v,835.0,t,f,0.0,t,g,160.0,300.0,positive
a,2033.0,10.0,u,g,c,h,1.0,t,t,4.0,f,g,50.0,1465.0,positive
a,2242.0,5665.0,u,g,q,v,2585.0,t,t,7.0,f,g,129.0,3257.0,positive
b,2967.0,1415.0,u,g,w,h,75.0,t,t,1.0,f,g,240.0,100.0,positive
a,1808.0,375.0,l,gg,cc,ff,10.0,f,f,0.0,t,s,300.0,0.0,positive
b,2275.0,11.0,u,g,q,v,25.0,t,t,7.0,t,g,100.0,809.0,positive
a,2475.0,125.0,u,g,aa,v,15.0,t,t,12.0,t,g,120.0,567.0,positive
b,3442.0,425.0,u,g,i,bb,325.0,t,t,2.0,f,g,274.0,610.0,positive
b,3492.0,5.0,u,g,x,h,75.0,t,t,6.0,t,g,0.0,1000.0,positive
a,2842.0,35.0,u,g,w,v,835.0,t,f,0.0,f,s,280.0,0.0,positive
b,4858.0,205.0,y,p,k,v,25.0,t,t,11.0,f,g,380.0,2732.0,positive
b,255.0,375.0,u,g,m,v,25.0,t,t,3.0,f,g,260.0,15108.0,positive
b,2392.0,15.0,u,g,d,h,1875.0,t,t,6.0,f,g,200.0,327.0,positive
b,27.0,75.0,u,g,c,h,425.0,t,t,3.0,t,g,312.0,150.0,positive
a,47.0,13.0,u,g,i,bb,5165.0,t,t,9.0,t,g,0.0,0.0,positive
a,2475.0,3.0,u,g,q,h,1835.0,t,t,19.0,f,g,0.0,500.0,positive
b,5392.0,9625.0,u,g,e,v,8665.0,t,t,5.0,f,g,0.0,0.0,positive
a,3125.0,375.0,u,g,cc,h,625.0,t,t,9.0,t,g,181.0,0.0,positive
a,5283.0,15.0,u,g,c,v,55.0,t,t,14.0,f,g,0.0,2200.0,positive
b,3267.0,9.0,y,p,w,h,525.0,t,f,0.0,t,g,154.0,0.0,positive
a,3825.0,6.0,u,g,k,v,1.0,t,f,0.0,t,g,0.0,0.0,positive
b,6542.0,11.0,u,g,e,z,20.0,t,t,7.0,t,g,22.0,0.0,positive
b,2992.0,1835.0,u,g,c,h,4335.0,t,f,0.0,f,g,260.0,200.0,positive
a,285.0,304.0,y,p,x,h,254.0,t,t,1.0,f,g,70.0,0.0,positive
b,2667.0,271.0,y,p,cc,v,525.0,t,t,1.0,f,g,211.0,0.0,positive
b,4767.0,25.0,u,g,m,bb,25.0,t,t,12.0,t,g,410.0,2510.0,positive
a,3367.0,375.0,u,g,cc,v,375.0,f,f,0.0,f,g,300.0,44.0,positive
