@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,1833.0,121.0,y,p,e,dd,0.0,f,f,0.0,f,g,100.0,0.0,negative
b,2108.0,10085.0,y,p,e,h,125.0,f,f,0.0,f,g,260.0,0.0,negative
b,225.0,125.0,y,p,k,v,125.0,f,f,0.0,f,g,200.0,70.0,negative
b,2167.0,1165.0,y,p,k,v,25.0,t,t,1.0,f,g,180.0,20.0,negative
b,7483.0,19.0,y,p,ff,ff,4.0,f,t,2.0,f,g,0.0,351.0,negative
b,3742.0,204.0,u,g,w,v,4.0,t,f,0.0,t,g,400.0,5800.0,positive
a,2258.0,1075.0,u,g,q,v,415.0,t,t,5.0,t,g,0.0,560.0,positive
a,6092.0,5.0,u,g,aa,v,4.0,t,t,4.0,f,g,0.0,99.0,positive
b,1808.0,55.0,u,g,k,v,5.0,t,f,0.0,f,g,80.0,0.0,positive
b,25.0,1125.0,u,g,c,v,25.0,t,t,17.0,f,g,200.0,1208.0,positive
a,4983.0,13585.0,u,g,k,h,85.0,t,f,0.0,t,g,0.0,0.0,positive
b,2017.0,925.0,u,g,c,v,1665.0,t,t,3.0,t,g,40.0,28.0,positive
b,2667.0,175.0,y,p,c,v,1.0,t,t,5.0,t,g,160.0,5777.0,positive
b,2783.0,154.0,u,g,w,v,375.0,t,t,5.0,t,g,100.0,3.0,positive
b,44.0,2.0,u,g,m,v,175.0,t,t,2.0,t,g,0.0,15.0,positive
a,1758.0,9.0,u,g,aa,v,1375.0,t,f,0.0,t,g,0.0,0.0,positive
a,2692.0,135.0,u,g,q,h,5.0,t,t,2.0,f,g,0.0,5000.0,positive
b,4433.0,5.0,u,g,i,h,5.0,t,f,0.0,t,g,320.0,0.0,positive
b,3417.0,154.0,u,g,cc,v,154.0,t,t,1.0,t,g,520.0,50000.0,positive
b,3417.0,525.0,u,g,w,v,85.0,f,f,0.0,t,g,290.0,6.0,positive
b,2758.0,204.0,y,p,aa,v,2.0,t,t,3.0,t,g,370.0,560.0,positive
a,23.0,1175.0,u,g,x,h,5.0,t,t,2.0,t,g,300.0,551.0,positive
a,2167.0,115.0,y,p,j,j,0.0,t,t,11.0,t,g,0.0,0.0,positive
b,2183.0,25.0,u,g,d,h,665.0,t,f,0.0,t,g,0.0,0.0,positive
a,6517.0,14.0,u,g,ff,ff,0.0,t,t,11.0,t,g,0.0,1400.0,positive
b,3267.0,55.0,u,g,q,h,55.0,t,t,12.0,t,g,408.0,1000.0,positive
b,2208.0,83.0,u,g,c,h,2165.0,f,f,0.0,t,g,128.0,0.0,positive
b,4058.0,5.0,u,g,c,v,5.0,t,t,7.0,f,g,0.0,3065.0,positive
b,2017.0,817.0,u,g,aa,v,196.0,t,t,14.0,f,g,60.0,158.0,positive
b,2725.0,1665.0,u,g,cc,h,5085.0,t,t,9.0,f,g,399.0,827.0,positive
b,2325.0,1.0,u,g,c,v,835.0,t,f,0.0,f,s,300.0,0.0,positive
b,3917.0,1625.0,u,g,c,v,15.0,t,t,10.0,f,g,186.0,4700.0,positive
b,3167.0,16165.0,u,g,d,v,3.0,t,t,9.0,f,g,250.0,730.0,positive
b,2925.0,1479.0,u,g,aa,v,504.0,t,t,5.0,t,g,168.0,0.0,positive
b,5142.0,4.0,u,g,x,h,4.0,t,f,0.0,f,g,0.0,3000.0,positive
b,4325.0,3.0,u,g,q,h,6.0,t,t,11.0,f,g,80.0,0.0,positive
b,205.0,2415.0,u,g,c,v,2.0,t,t,11.0,t,g,200.0,3000.0,positive
a,3775.0,55.0,u,g,q,v,125.0,t,f,0.0,t,g,228.0,0.0,positive
a,1783.0,11.0,u,g,x,h,1.0,t,t,11.0,f,g,0.0,3000.0,positive
a,2067.0,1835.0,u,g,q,v,2085.0,t,t,5.0,f,g,220.0,2503.0,positive
b,335.0,175.0,u,g,x,h,45.0,t,t,4.0,t,g,253.0,857.0,positive
b,3517.0,45.0,u,g,x,h,575.0,f,f,0.0,t,s,711.0,0.0,positive
b,3908.0,6.0,u,g,m,v,129.0,t,t,5.0,t,g,108.0,1097.0,positive
a,2875.0,375.0,u,g,c,v,1085.0,t,t,1.0,t,g,371.0,0.0,positive
b,5658.0,185.0,u,g,d,bb,15.0,t,t,17.0,t,g,0.0,0.0,positive
b,3167.0,83.0,u,g,x,v,1335.0,t,t,8.0,t,g,303.0,3290.0,positive
b,4833.0,12.0,u,g,m,v,16.0,t,f,0.0,f,s,110.0,0.0,positive
b,21.0,3.0,y,p,d,v,1085.0,t,t,8.0,t,g,160.0,1.0,positive
b,5675.0,1225.0,u,g,m,v,125.0,t,t,4.0,t,g,200.0,0.0,positive
a,3308.0,4625.0,u,g,q,h,1625.0,t,t,2.0,f,g,0.0,0.0,positive
b,2725.0,1585.0,u,g,cc,h,1835.0,t,t,12.0,t,g,583.0,713.0,positive
a,2042.0,835.0,u,g,q,v,1585.0,t,t,1.0,f,g,0.0,0.0,positive
a,25.0,1233.0,u,g,cc,h,35.0,t,t,6.0,f,g,400.0,458.0,positive
b,2508.0,171.0,u,g,x,v,1665.0,t,t,1.0,t,g,395.0,20.0,positive
a,2283.0,229.0,u,g,q,h,229.0,t,t,7.0,t,g,140.0,2384.0,positive
a,3217.0,146.0,u,g,w,v,1085.0,t,t,16.0,f,g,120.0,2079.0,positive
b,32.0,175.0,y,p,e,h,4.0,t,f,0.0,t,g,393.0,0.0,positive
a,3233.0,54.0,u,g,cc,v,4.0,t,f,0.0,f,g,440.0,11177.0,positive
b,6775.0,55.0,u,g,e,z,13.0,t,t,1.0,t,g,0.0,0.0,positive
b,2575.0,75.0,u,g,c,bb,25.0,t,f,0.0,f,g,349.0,23.0,positive
a,41.0,204.0,y,p,q,h,125.0,t,t,23.0,t,g,455.0,1236.0,positive
b,2267.0,1585.0,y,p,w,v,3085.0,t,t,6.0,f,g,80.0,0.0,positive
a,4742.0,3.0,u,g,x,v,13875.0,t,t,2.0,t,g,519.0,1704.0,positive
a,565.0,16.0,u,g,j,ff,0.0,t,t,15.0,f,g,0.0,247.0,positive
