@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,3208.0,4.0,y,p,cc,v,15.0,f,f,0.0,t,g,120.0,0.0,negative
b,2308.0,0.0,u,g,k,v,1.0,f,t,11.0,f,s,0.0,0.0,negative
b,1792.0,205.0,u,g,aa,v,4.0,f,f,0.0,f,g,280.0,750.0,negative
b,1808.0,675.0,y,p,m,v,4.0,f,f,0.0,f,g,140.0,0.0,negative
b,2675.0,45.0,y,p,c,bb,25.0,f,f,0.0,f,g,200.0,1210.0,negative
b,2442.0,2.0,u,g,e,dd,165.0,f,t,2.0,f,g,320.0,1300.0,negative
b,5233.0,1375.0,y,p,c,h,946.0,t,f,0.0,t,g,200.0,100.0,negative
a,5575.0,708.0,u,g,k,h,675.0,t,t,3.0,t,g,100.0,50.0,negative
a,3733.0,25.0,u,g,i,h,21.0,f,f,0.0,f,g,260.0,246.0,negative
b,375.0,175.0,y,p,c,bb,25.0,t,f,0.0,t,g,164.0,400.0,negative
b,1825.0,165.0,u,g,d,v,25.0,f,f,0.0,t,s,280.0,0.0,negative
a,3325.0,25.0,y,p,c,v,25.0,f,f,0.0,t,g,0.0,2.0,negative
b,3358.0,335.0,y,p,cc,v,85.0,f,f,0.0,f,g,180.0,0.0,negative
b,1708.0,329.0,u,g,i,v,335.0,f,f,0.0,t,g,140.0,2.0,negative
b,1867.0,5.0,u,g,q,v,375.0,t,t,2.0,f,g,0.0,38.0,negative
b,1708.0,25.0,u,g,q,v,335.0,f,t,4.0,f,g,160.0,8.0,negative
b,2867.0,145.0,u,g,d,v,125.0,f,f,0.0,f,g,0.0,286.0,negative
b,2625.0,154.0,u,g,w,v,125.0,f,f,0.0,f,g,100.0,0.0,negative
b,2875.0,1165.0,u,g,k,v,5.0,t,f,0.0,f,s,280.0,0.0,negative
b,3992.0,5.0,u,g,i,bb,21.0,f,f,0.0,f,g,550.0,0.0,negative
b,3142.0,155.0,u,g,c,v,5.0,t,f,0.0,f,g,120.0,0.0,negative
b,3408.0,25.0,u,g,c,v,1.0,f,f,0.0,f,g,460.0,16.0,negative
a,2275.0,6165.0,u,g,aa,v,165.0,f,f,0.0,f,g,220.0,1000.0,negative
a,5708.0,335.0,u,g,i,bb,1.0,t,f,0.0,t,g,252.0,2197.0,negative
b,225.0,125.0,y,p,k,v,125.0,f,f,0.0,f,g,200.0,70.0,negative
b,3642.0,75.0,y,p,d,v,585.0,f,f,0.0,f,g,240.0,3.0,negative
a,695.0,6.0,u,g,ff,ff,0.0,f,f,0.0,f,s,0.0,0.0,negative
a,1917.0,585.0,y,p,aa,v,585.0,t,f,0.0,t,g,160.0,0.0,negative
b,4783.0,4165.0,u,g,x,bb,85.0,f,f,0.0,t,g,520.0,0.0,negative
a,2083.0,85.0,u,g,c,v,165.0,f,f,0.0,f,g,0.0,351.0,negative
a,3375.0,75.0,u,g,k,bb,1.0,t,t,3.0,t,g,212.0,0.0,negative
b,3008.0,104.0,y,p,i,bb,5.0,t,t,10.0,t,g,132.0,28.0,negative
b,2392.0,585.0,y,p,cc,h,125.0,f,f,0.0,f,g,240.0,1.0,negative
b,23.0,625.0,y,p,aa,v,125.0,t,f,0.0,f,g,180.0,1.0,negative
b,1883.0,415.0,y,p,c,v,165.0,f,t,1.0,f,g,200.0,1.0,negative
b,5592.0,115.0,u,g,ff,ff,5.0,t,t,5.0,f,g,0.0,8851.0,positive
b,25.0,125.0,u,g,aa,v,3.0,t,f,0.0,t,s,20.0,0.0,positive
b,3083.0,0.0,u,g,w,v,125.0,t,t,1.0,f,g,202.0,0.0,positive
a,4433.0,0.0,u,g,c,v,25.0,t,f,0.0,f,g,0.0,0.0,positive
b,3475.0,15.0,u,g,r,n,5375.0,t,t,9.0,t,g,0.0,134.0,positive
a,3067.0,12.0,u,g,c,v,2.0,t,t,1.0,f,g,220.0,19.0,positive
b,595.0,275.0,u,g,w,v,175.0,t,t,5.0,t,g,60.0,58.0,positive
b,2833.0,5.0,u,g,w,v,11.0,t,f,0.0,t,g,70.0,0.0,positive
a,4667.0,46.0,u,g,cc,h,415.0,t,t,11.0,t,g,440.0,6.0,positive
b,185.0,2.0,u,g,i,v,15.0,t,t,2.0,f,g,120.0,300.0,positive
a,565.0,16.0,u,g,j,ff,0.0,t,t,15.0,f,g,0.0,247.0,positive
b,2767.0,2.0,u,g,x,h,1.0,t,t,4.0,f,g,140.0,7544.0,positive
b,2025.0,996.0,u,g,e,dd,0.0,t,f,0.0,f,g,0.0,0.0,positive
a,2475.0,125.0,u,g,aa,v,15.0,t,t,12.0,t,g,120.0,567.0,positive
b,3992.0,621.0,u,g,q,v,4.0,t,t,1.0,f,g,200.0,300.0,positive
a,1883.0,95.0,u,g,w,v,1625.0,t,t,6.0,t,g,40.0,600.0,positive
a,6058.0,165.0,u,g,q,v,11.0,t,f,0.0,t,g,21.0,10561.0,positive
b,2725.0,1585.0,u,g,cc,h,1835.0,t,t,12.0,t,g,583.0,713.0,positive
b,2667.0,425.0,u,g,cc,v,429.0,t,t,1.0,t,g,120.0,0.0,positive
b,2267.0,1585.0,y,p,w,v,3085.0,t,t,6.0,f,g,80.0,0.0,positive
b,7675.0,2229.0,u,g,e,z,1275.0,t,t,1.0,t,g,0.0,109.0,positive
b,4858.0,205.0,y,p,k,v,25.0,t,t,11.0,f,g,380.0,2732.0,positive
a,4608.0,3.0,u,g,c,v,2375.0,t,t,8.0,t,g,396.0,4159.0,positive
a,205.0,11835.0,u,g,c,h,6.0,t,f,0.0,f,g,340.0,0.0,positive
a,5283.0,15.0,u,g,c,v,55.0,t,t,14.0,f,g,0.0,2200.0,positive
b,2325.0,15.0,u,g,q,v,2375.0,t,t,3.0,t,g,0.0,582.0,positive
b,3017.0,5.0,u,g,c,v,175.0,t,t,11.0,f,g,32.0,540.0,positive
b,1967.0,375.0,u,g,q,v,2.0,t,t,2.0,t,g,80.0,0.0,positive
a,3542.0,12.0,u,g,q,h,14.0,t,t,8.0,f,g,0.0,6590.0,positive
a,1967.0,21.0,u,g,q,h,29.0,t,t,11.0,f,g,80.0,99.0,positive
b,3408.0,8.0,y,p,m,bb,4.0,t,t,1.0,t,g,280.0,2000.0,positive
b,4817.0,35.0,u,g,aa,v,35.0,t,f,0.0,f,s,230.0,0.0,positive
a,2475.0,3.0,u,g,q,h,1835.0,t,t,19.0,f,g,0.0,500.0,positive
a,4033.0,754.0,y,p,q,h,8.0,t,t,14.0,f,g,0.0,2300.0,positive
b,4133.0,0.0,u,g,c,bb,15.0,t,f,0.0,f,g,0.0,0.0,positive
a,4742.0,8.0,u,g,e,bb,65.0,t,t,6.0,f,g,375.0,51100.0,positive
a,6092.0,5.0,u,g,aa,v,4.0,t,t,4.0,f,g,0.0,99.0,positive
b,2267.0,254.0,y,p,c,h,2585.0,t,f,0.0,f,g,0.0,0.0,positive
a,3775.0,55.0,u,g,q,v,125.0,t,f,0.0,t,g,228.0,0.0,positive
b,2317.0,0.0,u,g,cc,v,85.0,t,f,0.0,f,g,0.0,0.0,positive
b,255.0,375.0,u,g,m,v,25.0,t,t,3.0,f,g,260.0,15108.0,positive
a,6408.0,165.0,u,g,ff,ff,0.0,t,t,1.0,f,g,232.0,100.0,positive
b,4058.0,5.0,u,g,c,v,5.0,t,t,7.0,f,g,0.0,3065.0,positive
b,4875.0,85.0,u,g,c,h,125.0,t,t,9.0,f,g,181.0,1655.0,positive
a,3125.0,375.0,u,g,cc,h,625.0,t,t,9.0,t,g,181.0,0.0,positive
a,1842.0,925.0,u,g,q,v,121.0,t,t,4.0,f,g,60.0,540.0,positive
b,415.0,154.0,u,g,i,bb,35.0,f,f,0.0,f,g,216.0,0.0,positive
a,4583.0,105.0,u,g,q,v,5.0,t,t,7.0,t,g,0.0,0.0,positive
b,2208.0,11.0,u,g,cc,v,665.0,t,f,0.0,f,g,100.0,0.0,positive
a,3308.0,4625.0,u,g,q,h,1625.0,t,t,2.0,f,g,0.0,0.0,positive
b,3517.0,25125.0,u,g,x,h,1625.0,t,t,1.0,t,g,515.0,500.0,positive
b,5742.0,85.0,u,g,e,h,7.0,t,t,3.0,f,g,0.0,0.0,positive
b,40.0,65.0,u,g,aa,bb,35.0,t,t,1.0,f,g,0.0,500.0,positive
b,485.0,425.0,u,g,m,v,125.0,t,f,0.0,t,g,225.0,0.0,positive
b,2233.0,11.0,u,g,w,v,2.0,t,t,1.0,f,g,80.0,278.0,positive
b,6408.0,20.0,u,g,x,h,175.0,t,t,9.0,t,g,0.0,1000.0,positive
a,305.0,65.0,u,g,c,bb,4.0,t,t,7.0,t,g,0.0,3065.0,positive
b,3167.0,83.0,u,g,x,v,1335.0,t,t,8.0,t,g,303.0,3290.0,positive
b,2442.0,12335.0,u,g,q,h,1585.0,t,f,0.0,t,g,120.0,0.0,positive
