@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,2142.0,75.0,y,p,r,n,75.0,f,f,0.0,t,g,132.0,2.0,negative
b,1817.0,1025.0,u,g,c,h,1085.0,f,f,0.0,f,g,320.0,13.0,negative
b,4058.0,329.0,u,g,m,v,35.0,f,f,0.0,t,s,400.0,0.0,negative
b,2183.0,154.0,u,g,k,v,85.0,f,f,0.0,t,g,356.0,0.0,negative
b,2942.0,125.0,u,g,w,v,175.0,f,f,0.0,f,g,200.0,0.0,negative
b,6275.0,7.0,u,g,e,z,0.0,f,f,0.0,f,g,0.0,12.0,negative
b,3408.0,65.0,u,g,aa,v,125.0,t,f,0.0,t,g,443.0,0.0,negative
b,1633.0,4085.0,u,g,i,h,415.0,f,f,0.0,t,g,120.0,0.0,negative
a,2858.0,1665.0,u,g,q,v,2415.0,t,f,0.0,t,g,440.0,0.0,negative
b,2375.0,12.0,u,g,c,v,2085.0,f,f,0.0,f,s,80.0,0.0,negative
a,5683.0,425.0,y,p,ff,ff,5.0,f,f,0.0,t,g,0.0,4.0,negative
a,1958.0,665.0,y,p,c,v,1.0,f,t,1.0,f,g,2000.0,2.0,negative
a,2617.0,2.0,u,g,j,j,0.0,f,f,0.0,t,g,276.0,1.0,negative
b,2458.0,125.0,u,g,w,v,875.0,t,f,0.0,t,g,260.0,0.0,negative
b,4733.0,65.0,u,g,c,v,1.0,f,f,0.0,t,g,0.0,228.0,negative
b,4117.0,125.0,y,p,w,v,25.0,f,f,0.0,f,g,0.0,195.0,negative
b,5183.0,204.0,y,p,ff,ff,15.0,f,f,0.0,f,g,120.0,1.0,negative
a,2458.0,67.0,u,g,aa,h,175.0,t,f,0.0,f,g,400.0,0.0,negative
b,35.0,25.0,u,g,i,v,1.0,f,f,0.0,t,g,210.0,0.0,negative
b,3483.0,25.0,y,p,w,v,3.0,f,f,0.0,f,s,200.0,0.0,negative
a,2492.0,125.0,u,g,ff,ff,0.0,t,f,0.0,f,g,80.0,0.0,negative
a,2042.0,105.0,y,p,x,h,0.0,f,f,0.0,t,g,154.0,32.0,negative
b,3525.0,3165.0,u,g,x,h,375.0,t,f,0.0,t,g,680.0,0.0,negative
b,4117.0,1335.0,u,g,d,v,165.0,f,f,0.0,f,g,168.0,0.0,negative
a,32.0,6.0,u,g,d,v,125.0,f,f,0.0,f,g,272.0,0.0,negative
b,3242.0,3.0,u,g,d,v,165.0,f,f,0.0,t,g,120.0,0.0,negative
b,4092.0,225.0,y,p,x,h,10.0,t,f,0.0,t,g,176.0,0.0,negative
b,2158.0,79.0,y,p,cc,v,665.0,f,f,0.0,f,g,160.0,0.0,negative
a,2083.0,5.0,y,p,e,dd,1.0,f,f,0.0,f,g,260.0,0.0,negative
b,3717.0,4.0,u,g,c,bb,5.0,t,f,0.0,t,s,280.0,0.0,negative
b,3067.0,25.0,u,g,cc,h,225.0,f,f,0.0,t,s,340.0,0.0,negative
a,2533.0,2085.0,u,g,c,h,275.0,t,f,0.0,t,g,360.0,1.0,negative
b,2667.0,14585.0,u,g,i,bb,0.0,f,f,0.0,t,g,178.0,0.0,negative
a,245.0,2415.0,y,p,c,v,0.0,f,f,0.0,f,g,120.0,0.0,negative
b,2983.0,204.0,y,p,x,h,4.0,f,f,0.0,f,g,128.0,1.0,negative
a,3892.0,1665.0,u,g,aa,v,25.0,f,f,0.0,f,g,0.0,390.0,negative
b,3825.0,10125.0,y,p,k,v,125.0,f,f,0.0,f,g,160.0,0.0,negative
a,2525.0,125.0,u,g,d,v,1.0,f,f,0.0,t,g,180.0,1062.0,negative
b,22.0,79.0,u,g,w,v,29.0,f,t,1.0,f,g,420.0,283.0,negative
b,4808.0,375.0,u,g,i,bb,1.0,f,f,0.0,f,g,100.0,2.0,negative
b,1625.0,835.0,u,g,m,v,85.0,t,f,0.0,f,s,200.0,0.0,negative
a,225.0,85.0,u,g,q,v,175.0,t,t,10.0,f,g,80.0,990.0,negative
b,19.0,175.0,y,p,c,v,2335.0,f,f,0.0,t,g,112.0,6.0,negative
b,2592.0,875.0,u,g,k,v,375.0,f,t,2.0,t,g,174.0,3.0,negative
b,2817.0,125.0,y,p,k,v,85.0,f,f,0.0,f,g,216.0,2100.0,negative
a,2658.0,254.0,y,p,ff,ff,0.0,f,f,0.0,t,g,180.0,60.0,negative
b,4317.0,5.0,u,g,i,bb,225.0,f,f,0.0,t,g,141.0,0.0,negative
b,5075.0,585.0,u,g,ff,ff,0.0,f,f,0.0,f,g,145.0,0.0,negative
b,3617.0,18125.0,u,g,w,v,85.0,f,f,0.0,f,g,320.0,3552.0,negative
a,3908.0,4.0,u,g,c,v,3.0,f,f,0.0,f,g,480.0,0.0,negative
a,2267.0,75.0,u,g,c,v,2.0,f,t,2.0,t,g,200.0,394.0,negative
b,3575.0,2415.0,u,g,w,v,125.0,f,t,2.0,f,g,220.0,1.0,negative
b,5183.0,3.0,y,p,ff,ff,15.0,f,f,0.0,f,g,180.0,4.0,negative
b,625.0,1275.0,y,p,c,h,5.0,t,f,0.0,f,g,112.0,0.0,negative
a,2358.0,115.0,y,p,k,h,3.0,f,f,0.0,t,g,20.0,16.0,negative
b,3775.0,7.0,u,g,q,h,115.0,t,t,7.0,t,g,300.0,5.0,negative
b,2125.0,15.0,u,g,w,v,15.0,f,f,0.0,f,g,150.0,8.0,positive
a,36.0,1.0,u,g,c,v,2.0,t,t,11.0,f,g,0.0,456.0,positive
a,41.0,204.0,y,p,q,h,125.0,t,t,23.0,t,g,455.0,1236.0,positive
b,42.0,205.0,u,g,i,h,5125.0,t,f,0.0,f,g,400.0,0.0,positive
b,3283.0,25.0,u,g,cc,h,275.0,t,t,6.0,f,g,160.0,2072.0,positive
a,3217.0,146.0,u,g,w,v,1085.0,t,t,16.0,f,g,120.0,2079.0,positive
b,2783.0,154.0,u,g,w,v,375.0,t,t,5.0,t,g,100.0,3.0,positive
a,3575.0,915.0,u,g,aa,v,75.0,t,t,4.0,f,g,0.0,1583.0,positive
a,23.0,1175.0,u,g,x,h,5.0,t,t,2.0,t,g,300.0,551.0,positive
a,2867.0,104.0,u,g,c,v,25.0,t,t,5.0,t,g,300.0,1430.0,positive
a,5833.0,10.0,u,g,q,v,4.0,t,t,14.0,f,g,0.0,1602.0,positive
b,3133.0,195.0,u,g,c,v,7.0,t,t,16.0,f,g,0.0,5000.0,positive
a,2325.0,5875.0,u,g,q,v,317.0,t,t,10.0,f,g,120.0,245.0,positive
b,4833.0,12.0,u,g,m,v,16.0,t,f,0.0,f,s,110.0,0.0,positive
a,2292.0,11585.0,u,g,cc,v,4.0,t,f,0.0,f,g,80.0,1349.0,positive
b,56.0,125.0,u,g,k,h,8.0,t,f,0.0,t,g,24.0,2028.0,positive
b,1375.0,4.0,y,p,w,v,175.0,t,t,2.0,t,g,120.0,1000.0,positive
a,225.0,846.0,y,p,x,v,246.0,f,f,0.0,f,g,164.0,0.0,positive
a,30.0,529.0,u,g,e,dd,225.0,t,t,5.0,t,g,99.0,500.0,positive
b,26.0,1.0,u,g,q,v,175.0,t,f,0.0,t,g,280.0,0.0,positive
b,4325.0,3.0,u,g,q,h,6.0,t,t,11.0,f,g,80.0,0.0,positive
b,2675.0,1125.0,u,g,x,h,125.0,t,f,0.0,f,g,0.0,5298.0,positive
b,3817.0,10125.0,u,g,x,v,25.0,t,t,6.0,f,g,520.0,196.0,positive
b,3733.0,65.0,u,g,m,h,425.0,t,t,12.0,t,g,93.0,0.0,positive
a,1808.0,375.0,l,gg,cc,ff,10.0,f,f,0.0,t,s,300.0,0.0,positive
b,4208.0,104.0,u,g,w,v,5.0,t,t,6.0,t,g,500.0,10000.0,positive
b,3492.0,5.0,u,g,x,h,75.0,t,t,6.0,t,g,0.0,1000.0,positive
b,27.0,15.0,y,p,w,v,375.0,t,f,0.0,t,g,260.0,1065.0,positive
b,2258.0,1004.0,u,g,x,v,4.0,t,t,9.0,f,g,60.0,396.0,positive
b,2283.0,3.0,u,g,m,v,129.0,t,t,1.0,f,g,260.0,800.0,positive
b,335.0,175.0,u,g,x,h,45.0,t,t,4.0,t,g,253.0,857.0,positive
b,525.0,65.0,u,g,k,v,629.0,t,t,15.0,f,g,0.0,11202.0,positive
b,205.0,2415.0,u,g,c,v,2.0,t,t,11.0,t,g,200.0,3000.0,positive
b,1917.0,0.0,y,p,m,bb,0.0,f,f,0.0,t,s,500.0,1.0,positive
b,3917.0,1625.0,u,g,c,v,15.0,t,t,10.0,f,g,186.0,4700.0,positive
b,4025.0,215.0,u,g,e,z,20.0,t,t,11.0,f,g,0.0,1200.0,positive
a,3825.0,6.0,u,g,k,v,1.0,t,f,0.0,t,g,0.0,0.0,positive
a,4133.0,1.0,u,g,i,bb,225.0,t,f,0.0,t,g,0.0,300.0,positive
a,1917.0,8585.0,u,g,cc,h,75.0,t,t,7.0,f,g,96.0,0.0,positive
a,2508.0,254.0,y,p,aa,v,25.0,t,f,0.0,t,g,370.0,0.0,positive
a,5708.0,195.0,u,g,c,v,55.0,t,t,7.0,f,g,0.0,3000.0,positive
b,3417.0,917.0,u,g,c,v,45.0,t,t,12.0,t,g,0.0,221.0,positive
b,3267.0,9.0,y,p,w,h,525.0,t,f,0.0,t,g,154.0,0.0,positive
b,25.0,1125.0,u,g,c,v,25.0,t,t,17.0,f,g,200.0,1208.0,positive
b,4175.0,96.0,u,g,x,v,25.0,t,f,0.0,f,g,510.0,600.0,positive
b,395.0,425.0,u,g,c,bb,65.0,t,t,16.0,f,g,117.0,1210.0,positive
a,4725.0,75.0,u,g,q,h,275.0,t,t,1.0,f,g,333.0,892.0,positive
a,2242.0,5665.0,u,g,q,v,2585.0,t,t,7.0,f,g,129.0,3257.0,positive
b,43.0,29.0,y,p,cc,h,175.0,t,t,8.0,f,g,100.0,375.0,positive
b,2533.0,58.0,u,g,c,v,29.0,t,t,7.0,t,g,96.0,5124.0,positive
b,2783.0,15.0,u,g,w,v,2.0,t,t,11.0,t,g,434.0,35.0,positive
b,2183.0,11.0,u,g,x,v,29.0,t,t,6.0,f,g,121.0,0.0,positive
b,5433.0,675.0,u,g,c,h,2625.0,t,t,11.0,t,g,0.0,284.0,positive
b,5642.0,28.0,y,p,c,v,285.0,t,t,40.0,f,g,0.0,15.0,positive
b,3267.0,55.0,u,g,q,h,55.0,t,t,12.0,t,g,408.0,1000.0,positive
b,3675.0,125.0,y,p,c,v,15.0,f,f,0.0,t,g,232.0,113.0,positive
a,2083.0,3.0,u,g,aa,v,4.0,t,f,0.0,f,g,100.0,0.0,positive
b,3208.0,4.0,u,g,m,v,25.0,t,f,0.0,t,g,360.0,0.0,positive
a,2042.0,835.0,u,g,q,v,1585.0,t,t,1.0,f,g,0.0,0.0,positive
