@RELATION myRel

@ATTRIBUTE A1 {b, a}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {u, y, l}
@ATTRIBUTE A5 {g, p, gg}
@ATTRIBUTE A6 {w, q, m, r, cc, k, c, d, x, i, e, aa, ff, j}
@ATTRIBUTE A7 {v, h, bb, ff, j, z, o, dd, n}
@ATTRIBUTE A8 NUMERIC
@ATTRIBUTE A9 {t, f}
@ATTRIBUTE A10 {t, f}
@ATTRIBUTE A11 NUMERIC
@ATTRIBUTE A12 {f, t}
@ATTRIBUTE A13 {g, s, p}
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE A15 NUMERIC
@ATTRIBUTE Class {positive, negative}

@DATA
b,3108.0,3085.0,u,g,c,v,25.0,f,t,2.0,t,g,160.0,41.0,negative
a,1733.0,95.0,u,g,aa,v,175.0,f,t,10.0,t,g,0.0,10.0,negative
b,235.0,275.0,u,g,ff,ff,45.0,f,f,0.0,f,g,160.0,25.0,negative
a,3042.0,1375.0,u,g,w,h,4.0,f,t,3.0,f,g,0.0,33.0,negative
b,2517.0,3.0,u,g,c,v,125.0,f,t,1.0,f,g,0.0,22.0,negative
b,44.0,2.0,u,g,m,v,175.0,t,t,2.0,t,g,0.0,15.0,positive
a,2842.0,35.0,u,g,w,v,835.0,t,f,0.0,f,s,280.0,0.0,positive
b,3917.0,171.0,u,g,x,v,125.0,t,t,5.0,t,g,480.0,0.0,positive
b,495.0,7585.0,u,g,i,bb,7585.0,t,t,15.0,t,g,0.0,5000.0,positive
b,2575.0,5.0,u,g,c,v,146.0,t,t,5.0,t,g,312.0,0.0,positive
b,41.0,4.0,u,g,e,v,4.0,f,t,1.0,f,s,560.0,0.0,positive
b,2017.0,817.0,u,g,aa,v,196.0,t,t,14.0,f,g,60.0,158.0,positive
b,3858.0,3335.0,u,g,w,v,4.0,t,t,14.0,f,g,383.0,1344.0,positive
b,4308.0,375.0,y,p,c,v,375.0,t,t,8.0,t,g,300.0,162.0,positive
b,205.0,10.0,y,p,c,v,25.0,t,f,0.0,f,s,40.0,0.0,positive
b,3625.0,5.0,u,g,c,bb,25.0,t,t,6.0,f,g,0.0,367.0,positive
b,2925.0,1479.0,u,g,aa,v,504.0,t,t,5.0,t,g,168.0,0.0,positive
a,2408.0,5.0,u,g,q,h,125.0,t,t,1.0,f,g,0.0,678.0,positive
b,3492.0,25.0,u,g,w,v,0.0,t,f,0.0,t,g,239.0,200.0,positive
a,5842.0,21.0,u,g,i,bb,10.0,t,t,13.0,f,g,0.0,6700.0,positive
b,2667.0,175.0,y,p,c,v,1.0,t,t,5.0,t,g,160.0,5777.0,positive
a,2167.0,115.0,y,p,j,j,0.0,t,t,11.0,t,g,0.0,0.0,positive
b,3867.0,21.0,u,g,k,v,85.0,t,f,0.0,t,g,280.0,0.0,positive
b,2267.0,165.0,u,g,c,j,225.0,f,f,0.0,t,s,0.0,0.0,positive
a,2808.0,15.0,y,p,e,z,0.0,t,f,0.0,f,g,0.0,13212.0,positive
b,2017.0,5625.0,u,g,w,v,171.0,t,f,0.0,f,s,120.0,0.0,positive
b,4767.0,29.0,u,g,c,bb,15.0,t,t,20.0,f,g,0.0,15000.0,positive
b,2317.0,11125.0,u,g,x,h,46.0,t,t,1.0,f,g,100.0,0.0,positive
b,2208.0,83.0,u,g,c,h,2165.0,f,f,0.0,t,g,128.0,0.0,positive
b,2333.0,15.0,u,g,c,h,1415.0,t,f,0.0,f,g,422.0,200.0,positive
b,3417.0,154.0,u,g,cc,v,154.0,t,t,1.0,t,g,520.0,50000.0,positive
a,2342.0,79.0,y,p,q,v,15.0,t,t,2.0,t,g,80.0,400.0,positive
b,2767.0,1375.0,u,g,w,v,575.0,t,f,0.0,t,g,487.0,500.0,positive
b,2775.0,585.0,y,p,cc,v,25.0,t,t,2.0,f,g,260.0,500.0,positive
b,2667.0,271.0,y,p,cc,v,525.0,t,t,1.0,f,g,211.0,0.0,positive
b,4767.0,25.0,u,g,m,bb,25.0,t,t,12.0,t,g,410.0,2510.0,positive
b,3425.0,3.0,u,g,cc,h,7415.0,t,f,0.0,t,g,0.0,0.0,positive
b,4825.0,25085.0,u,g,w,v,175.0,t,t,3.0,f,g,120.0,14.0,positive
a,2033.0,10.0,u,g,c,h,1.0,t,t,4.0,f,g,50.0,1465.0,positive
b,3317.0,1.0,u,g,x,v,75.0,t,t,7.0,t,g,340.0,4071.0,positive
b,3417.0,525.0,u,g,w,v,85.0,f,f,0.0,t,g,290.0,6.0,positive
a,1892.0,925.0,y,p,c,v,1.0,t,t,4.0,t,g,80.0,500.0,positive
a,2258.0,1075.0,u,g,q,v,415.0,t,t,5.0,t,g,0.0,560.0,positive
b,1942.0,65.0,u,g,w,h,146.0,t,t,7.0,f,g,80.0,2954.0,positive
b,3358.0,275.0,u,g,m,v,425.0,t,t,6.0,f,g,204.0,0.0,positive
a,6867.0,15.0,u,g,e,z,0.0,t,t,14.0,f,g,0.0,3376.0,positive
b,3517.0,25.0,u,g,k,v,45.0,t,t,7.0,f,g,150.0,1270.0,positive
b,3517.0,45.0,u,g,x,h,575.0,f,f,0.0,t,s,711.0,0.0,positive
b,2825.0,504.0,y,p,c,bb,15.0,t,t,8.0,t,g,144.0,7.0,positive
b,6542.0,11.0,u,g,e,z,20.0,t,t,7.0,t,g,22.0,0.0,positive
a,47.0,13.0,u,g,i,bb,5165.0,t,t,9.0,t,g,0.0,0.0,positive
b,2825.0,875.0,u,g,m,v,96.0,t,t,3.0,t,g,396.0,0.0,positive
b,7342.0,1775.0,u,g,ff,ff,0.0,t,f,0.0,t,g,0.0,0.0,positive
b,5133.0,10.0,u,g,i,bb,0.0,t,t,11.0,f,g,0.0,1249.0,positive
b,425.0,4915.0,y,p,w,v,3165.0,t,f,0.0,t,g,52.0,1442.0,positive
a,6517.0,14.0,u,g,ff,ff,0.0,t,t,11.0,t,g,0.0,1400.0,positive
b,3017.0,65.0,u,g,cc,v,3125.0,t,t,8.0,f,g,330.0,1200.0,positive
b,3275.0,15.0,u,g,cc,h,55.0,t,t,3.0,t,g,0.0,0.0,positive
b,375.0,1125.0,y,p,d,v,15.0,f,f,0.0,t,g,431.0,0.0,positive
a,2067.0,3.0,u,g,q,v,165.0,t,t,3.0,f,g,100.0,6.0,positive
b,3933.0,5875.0,u,g,cc,h,10.0,t,t,14.0,t,g,399.0,0.0,positive
b,2308.0,115.0,u,g,i,v,35.0,t,t,9.0,f,g,56.0,742.0,positive
a,235.0,9.0,u,g,q,v,85.0,t,t,5.0,t,g,120.0,0.0,positive
b,3667.0,325.0,u,g,q,h,9.0,t,f,0.0,t,g,102.0,639.0,positive
