@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0,25.0,1233.0,2,13.0,8.0,35.0,1,1,6.0,0,2,400.0,459.0,1
0,3675.0,5125.0,2,10.0,4.0,5.0,1,0,0.0,1,2,0.0,4001.0,1
1,2267.0,105.0,2,11.0,8.0,1335.0,1,0,0.0,0,2,100.0,1.0,1
1,6408.0,20.0,2,14.0,8.0,175.0,1,1,9.0,1,2,0.0,1001.0,1
1,5442.0,5.0,1,4.0,8.0,396.0,1,0,0.0,0,2,180.0,315.0,1
1,3675.0,125.0,1,8.0,4.0,15.0,0,0,0.0,1,2,232.0,114.0,1
0,2042.0,835.0,2,11.0,4.0,1585.0,1,1,1.0,0,2,0.0,1.0,1
0,25.0,875.0,2,14.0,8.0,104.0,1,0,0.0,1,2,160.0,5861.0,1
1,2825.0,5125.0,2,14.0,4.0,475.0,1,1,2.0,0,2,420.0,8.0,1
1,2967.0,1415.0,2,9.0,8.0,75.0,1,1,1.0,0,2,240.0,101.0,1
1,3933.0,5875.0,2,13.0,8.0,10.0,1,1,14.0,1,2,399.0,1.0,1
1,4133.0,0.0,2,8.0,5.0,15.0,1,0,0.0,0,2,0.0,1.0,1
0,1883.0,4415.0,1,8.0,8.0,3.0,1,0,0.0,0,2,240.0,1.0,1
1,4325.0,3.0,2,11.0,8.0,6.0,1,1,11.0,0,2,80.0,1.0,1
1,2958.0,45.0,2,9.0,4.0,75.0,1,1,2.0,1,2,330.0,1.0,1
1,2617.0,25.0,2,3.0,5.0,0.0,1,0,0.0,1,2,0.0,1.0,1
