@RELATION myRel

@ATTRIBUTE A1 {0, 1}
@ATTRIBUTE A2 NUMERIC
@ATTRIBUTE A3 NUMERIC
@ATTRIBUTE A4 {1, 2, 3}
@ATTRIBUTE A5 NUMERIC
@ATTRIBUTE A6 NUMERIC
@ATTRIBUTE A7 NUMERIC
@ATTRIBUTE A8 {0, 1}
@ATTRIBUTE A9 {0, 1}
@ATTRIBUTE A10 NUMERIC
@ATTRIBUTE A11 {0, 1}
@ATTRIBUTE A12 {1, 2, 3}
@ATTRIBUTE A13 NUMERIC
@ATTRIBUTE A14 NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0,3392.0,1585.0,1,1.0,1.0,0.0,1,0,0.0,0,2,320.0,1.0,0
1,3525.0,3165.0,2,14.0,8.0,375.0,1,0,0.0,1,2,680.0,1.0,0
0,1733.0,95.0,2,6.0,4.0,175.0,0,1,10.0,1,2,0.0,11.0,0
0,285.0,1.0,2,11.0,4.0,1.0,1,1,2.0,1,2,167.0,501.0,0
1,295.0,58.0,2,9.0,4.0,29.0,0,1,1.0,0,2,340.0,2804.0,0
0,1692.0,5.0,2,3.0,4.0,165.0,0,1,6.0,1,2,240.0,36.0,0
1,2067.0,415.0,2,8.0,4.0,125.0,0,0,0.0,0,2,0.0,45.0,0
1,3825.0,10125.0,1,4.0,4.0,125.0,0,0,0.0,0,2,160.0,1.0,0
1,365.0,425.0,2,11.0,4.0,35.0,0,0,0.0,0,2,454.0,51.0,0
1,1883.0,415.0,1,8.0,4.0,165.0,0,1,1.0,0,2,200.0,2.0,0
0,295.0,2.0,1,10.0,8.0,2.0,0,0,0.0,0,2,256.0,18.0,0
1,1692.0,335.0,1,4.0,4.0,29.0,0,0,0.0,0,1,200.0,1.0,0
0,3157.0,1125.0,2,1.0,1.0,0.0,0,0,0.0,0,2,184.0,5201.0,0
0,4817.0,1335.0,2,3.0,7.0,335.0,0,0,0.0,0,2,0.0,121.0,0
0,3517.0,375.0,2,1.0,1.0,0.0,0,1,6.0,0,2,0.0,201.0,0
0,2292.0,125.0,2,11.0,4.0,25.0,0,0,0.0,1,2,120.0,810.0,0
0,36.0,1.0,2,8.0,4.0,2.0,1,1,11.0,0,2,0.0,457.0,1
1,2442.0,12335.0,2,11.0,8.0,1585.0,1,0,0.0,1,2,120.0,1.0,1
0,2742.0,145.0,2,14.0,8.0,3085.0,1,1,1.0,0,2,120.0,12.0,1
1,3317.0,3165.0,1,14.0,4.0,3165.0,1,1,3.0,1,2,380.0,1.0,1
1,2517.0,35.0,2,13.0,4.0,625.0,1,1,7.0,0,2,0.0,7060.0,1
1,2575.0,75.0,2,8.0,5.0,25.0,1,0,0.0,0,2,349.0,24.0,1
1,5592.0,115.0,2,1.0,1.0,5.0,1,1,5.0,0,2,0.0,8852.0,1
1,2675.0,1125.0,2,14.0,8.0,125.0,1,0,0.0,0,2,0.0,5299.0,1
1,43.0,29.0,1,13.0,8.0,175.0,1,1,8.0,0,2,100.0,376.0,1
1,2317.0,0.0,2,8.0,4.0,0.0,0,0,0.0,0,3,184.0,1.0,1
0,1758.0,9.0,2,6.0,4.0,1375.0,1,0,0.0,1,2,0.0,1.0,1
1,1617.0,4.0,2,8.0,4.0,4.0,0,0,0.0,0,2,0.0,1.0,1
0,4775.0,8.0,2,8.0,4.0,7875.0,1,1,6.0,1,2,0.0,1261.0,1
1,5158.0,15.0,2,8.0,4.0,85.0,1,1,9.0,0,2,0.0,1.0,1
1,4117.0,404.0,2,13.0,8.0,7.0,1,1,8.0,0,2,320.0,1.0,1
1,3992.0,54.0,1,6.0,4.0,5.0,1,1,3.0,0,2,200.0,1001.0,1
0,2292.0,11585.0,2,13.0,4.0,4.0,1,0,0.0,0,2,80.0,1350.0,1
1,2025.0,996.0,2,10.0,2.0,0.0,1,0,0.0,0,2,0.0,1.0,1
1,25.0,1125.0,2,8.0,4.0,25.0,1,1,17.0,0,2,200.0,1209.0,1
1,2575.0,5.0,2,8.0,4.0,146.0,1,1,5.0,1,2,312.0,1.0,1
1,345.0,404.0,1,3.0,5.0,85.0,1,1,7.0,1,2,195.0,1.0,1
1,2308.0,115.0,2,3.0,4.0,35.0,1,1,9.0,0,2,56.0,743.0,1
0,2692.0,135.0,2,11.0,8.0,5.0,1,1,2.0,0,2,0.0,5001.0,1
1,2825.0,504.0,1,8.0,5.0,15.0,1,1,8.0,1,2,144.0,8.0,1
0,2067.0,3.0,2,11.0,4.0,165.0,1,1,3.0,0,2,100.0,7.0,1
1,4208.0,104.0,2,9.0,4.0,5.0,1,1,6.0,1,2,500.0,10001.0,1
1,3133.0,195.0,2,8.0,4.0,7.0,1,1,16.0,0,2,0.0,5001.0,1
1,4825.0,25085.0,2,9.0,4.0,175.0,1,1,3.0,0,2,120.0,15.0,1
1,1967.0,375.0,2,11.0,4.0,2.0,1,1,2.0,1,2,80.0,1.0,1
1,3817.0,10125.0,2,14.0,4.0,25.0,1,1,6.0,0,2,520.0,197.0,1
1,3225.0,165.0,1,8.0,8.0,325.0,1,1,1.0,1,2,432.0,8001.0,1
1,2233.0,11.0,2,9.0,4.0,2.0,1,1,1.0,0,2,80.0,279.0,1
1,3275.0,15.0,2,13.0,8.0,55.0,1,1,3.0,1,2,0.0,1.0,1
0,4033.0,754.0,1,11.0,8.0,8.0,1,1,14.0,0,2,0.0,2301.0,1
1,4025.0,215.0,2,10.0,9.0,20.0,1,1,11.0,0,2,0.0,1201.0,1
0,4583.0,105.0,2,11.0,4.0,5.0,1,1,7.0,1,2,0.0,1.0,1
1,41.0,4.0,2,10.0,4.0,4.0,0,1,1.0,0,1,560.0,1.0,1
1,205.0,2415.0,2,8.0,4.0,2.0,1,1,11.0,1,2,200.0,3001.0,1
1,3742.0,204.0,2,9.0,4.0,4.0,1,0,0.0,1,2,400.0,5801.0,1
0,1967.0,21.0,2,11.0,8.0,29.0,1,1,11.0,0,2,80.0,100.0,1
0,2008.0,125.0,2,11.0,4.0,1.0,0,1,1.0,0,2,240.0,769.0,1
0,4742.0,3.0,2,14.0,4.0,13875.0,1,1,2.0,1,2,519.0,1705.0,1
1,2517.0,6.0,2,8.0,4.0,1.0,1,1,3.0,0,2,0.0,1.0,1
0,2508.0,254.0,1,6.0,4.0,25.0,1,0,0.0,1,2,370.0,1.0,1
0,285.0,304.0,1,14.0,8.0,254.0,1,1,1.0,0,2,70.0,1.0,1
0,2075.0,1025.0,2,11.0,4.0,71.0,1,1,2.0,1,2,49.0,1.0,1
1,3925.0,95.0,2,7.0,4.0,65.0,1,1,14.0,0,2,240.0,4608.0,1
1,2325.0,1.0,2,8.0,4.0,835.0,1,0,0.0,0,1,300.0,1.0,1
0,5008.0,1254.0,2,6.0,4.0,229.0,1,1,3.0,1,2,156.0,1.0,1
1,2042.0,1835.0,2,8.0,4.0,225.0,1,1,1.0,0,2,100.0,151.0,1
1,5133.0,10.0,2,3.0,5.0,0.0,1,1,11.0,0,2,0.0,1250.0,1
0,1842.0,925.0,2,11.0,4.0,121.0,1,1,4.0,0,2,60.0,541.0,1
1,4058.0,5.0,2,8.0,4.0,5.0,1,1,7.0,0,2,0.0,3066.0,1
1,5392.0,9625.0,2,10.0,4.0,8665.0,1,1,5.0,0,2,0.0,1.0,1
0,205.0,11835.0,2,8.0,8.0,6.0,1,0,0.0,0,2,340.0,1.0,1
1,4808.0,604.0,2,4.0,4.0,4.0,0,0,0.0,0,2,0.0,2691.0,1
1,3517.0,25.0,2,4.0,4.0,45.0,1,1,7.0,0,2,150.0,1271.0,1
1,5967.0,154.0,2,11.0,4.0,125.0,1,0,0.0,1,2,260.0,1.0,1
1,2783.0,154.0,2,9.0,4.0,375.0,1,1,5.0,1,2,100.0,4.0,1
1,3192.0,446.0,2,13.0,8.0,604.0,1,1,3.0,0,2,311.0,301.0,1
1,42.0,979.0,2,14.0,8.0,796.0,1,1,8.0,0,2,0.0,1.0,1
1,2892.0,15.0,2,8.0,8.0,5335.0,1,1,11.0,0,2,0.0,2284.0,1
